value_loss,fps,policy_entropy,policy_loss,nupdates,total_timesteps,explained_variance,ep_len_mean,ep_reward_mean
6.947934627532959,223,9.86671257019043,0.0862128958106041,2000,161919,-0.003010988235473633,1000.0,24147.829906109997
6.941535949707031,222,9.788370132446289,-0.1615128070116043,2100,170019,0.005916714668273926,1000.0,25638.771666380006
7.1289496421813965,222,9.702444076538086,-0.1048971638083458,2200,178119,-0.013221144676208496,1000.0,27236.558131679998
7.691915988922119,222,9.696091651916504,-0.6156036853790283,2300,186219,0.027980923652648926,1000.0,28949.262690180003
7.888188362121582,222,9.607138633728027,-0.36123356223106384,2400,194319,0.015032649040222168,1000.0,30605.158082530004
7.480449676513672,223,9.535676002502441,-0.43441930413246155,2500,202419,0.009817123413085938,1000.0,32228.355437359995
8.075185775756836,223,9.481895446777344,-0.21341867744922638,2600,210519,0.018369615077972412,1000.0,33821.52889801
7.924267768859863,223,9.346878051757812,-0.07554847002029419,2700,218619,0.02495706081390381,1000.0,35604.58200887
8.318572998046875,223,9.31298542022705,0.0964832529425621,2800,226719,0.0014916658401489258,1000.0,37483.10141477
7.894665718078613,223,9.258323669433594,-0.6329317092895508,2900,234819,0.009371638298034668,1000.0,39103.748958690005
7.856912136077881,223,9.157397270202637,-0.05992113798856735,3000,242919,0.014463305473327637,1000.0,40861.69641664
9.207627296447754,223,8.989733695983887,-0.370792955160141,3100,251019,0.016945183277130127,1000.0,43026.0185344
8.768508911132812,223,8.876654624938965,-0.1821109652519226,3200,259119,-0.03698563575744629,1000.0,45209.244606509994
9.336469650268555,223,8.741731643676758,0.004895523190498352,3300,267219,-0.016475439071655273,1000.0,47579.230475079996
9.93354320526123,223,8.658186912536621,-0.023268580436706543,3400,275319,0.016784369945526123,1000.0,50277.45064014001
10.573834419250488,223,8.487793922424316,-0.13293001055717468,3500,283419,-0.005545258522033691,1000.0,53316.20992156999
11.062551498413086,223,8.348699569702148,-0.48530498147010803,3600,291519,0.0038911104202270508,1000.0,56656.68714440999
11.421142578125,223,8.220170021057129,-0.15438926219940186,3700,299619,0.012344121932983398,1000.0,60564.64254645001
12.223932266235352,223,8.039807319641113,-0.2656281292438507,3800,307719,0.027228891849517822,1000.0,64843.32299077999
12.112662315368652,223,7.825011253356934,-0.1633206307888031,3900,315819,0.006002843379974365,1000.0,69695.08148706998
12.118759155273438,223,7.639666557312012,-0.2379516363143921,4000,323919,0.005000710487365723,1000.0,74612.78276439
12.195300102233887,223,7.458020210266113,-0.07065735757350922,4100,332019,-0.0038444995880126953,1000.0,79899.41569996001
12.002825736999512,224,7.319476127624512,-0.18818117678165436,4200,340119,-0.0016568899154663086,1000.0,85257.69858662
11.222981452941895,224,7.126433372497559,-0.20829397439956665,4300,348219,-0.002680182456970215,1000.0,90304.42436558002
10.418301582336426,223,6.991542816162109,-0.17793908715248108,4400,356319,-0.010561227798461914,1000.0,95137.02805597
9.89343547821045,223,6.851859092712402,-0.09656931459903717,4500,364419,-0.00019431114196777344,1000.0,100076.87322151
9.398356437683105,223,6.7254133224487305,-0.23824921250343323,4600,372519,-0.017265796661376953,1000.0,104618.17158389
8.953875541687012,223,6.645277976989746,0.10528314858675003,4700,380619,-0.017136693000793457,1000.0,108720.08200083002
8.419075965881348,224,6.552067756652832,-0.4119136929512024,4800,388719,-0.016191959381103516,1000.0,112337.42862261998
7.885786533355713,224,6.47672176361084,0.30710524320602417,4900,396819,-0.026007533073425293,1000.0,115253.38101218999
7.261064052581787,224,6.373355865478516,0.3486432433128357,5000,404919,-0.05910766124725342,1000.0,117309.29331109
7.366090297698975,224,6.348808765411377,-0.022126328200101852,5100,413019,-0.0014913082122802734,1000.0,119189.32968514001
6.252053737640381,224,6.391068935394287,0.29441922903060913,5200,421119,-0.0464017391204834,1000.0,119181.40697187
6.1432013511657715,224,6.415644645690918,0.0329909473657608,5300,429219,-0.15002334117889404,1000.0,119962.20516201999
6.233940124511719,224,6.408486366271973,0.22531700134277344,5400,437319,-0.210341215133667,1000.0,120566.37276827
6.131904125213623,224,6.373619556427002,0.49532002210617065,5500,445419,-0.17933642864227295,1000.0,120140.47644525
6.023259162902832,224,6.380407810211182,0.11865058541297913,5600,453519,-0.15626728534698486,1000.0,120478.25719192998
6.233745574951172,224,6.4766130447387695,-0.023951541632413864,5700,461619,-0.007688403129577637,1000.0,120715.04680018
6.207792282104492,224,6.515746116638184,0.06270091235637665,5800,469719,-0.0057659149169921875,1000.0,120768.06135034001
6.066430568695068,224,6.524467468261719,0.1732374131679535,5900,477819,-0.0034263134002685547,1000.0,120741.48773018998
6.053414344787598,224,6.437880516052246,-0.5398876667022705,6000,485919,-0.0020197629928588867,1000.0,120775.76295586002
5.991848468780518,224,6.427353858947754,-0.22374412417411804,6100,494019,0.000964820384979248,1000.0,120733.32662498998
6.000105381011963,225,6.401701927185059,-0.2527700364589691,6200,502119,0.022685110569000244,1000.0,121102.74873576999
