policy_entropy,explained_variance,total_timesteps,policy_loss,nupdates,value_loss,fps,ep_reward_mean,ep_len_mean
9.975348472595215,0.3197939991950989,170019,-0.19792968034744263,2100,4.48211669921875,211,48064.48633567,1000.0
9.963385581970215,0.008579075336456299,178119,-0.3873123228549957,2200,3.815779209136963,211,49669.87192106999,1000.0
9.96579647064209,-0.05761253833770752,186219,-0.624610960483551,2300,4.7235307693481445,211,52264.18057448001,1000.0
9.944229125976562,-0.01660025119781494,194319,-0.3214350938796997,2400,3.6364760398864746,210,52779.34102386,1000.0
9.931791305541992,-0.0032241344451904297,202419,-0.18077954649925232,2500,4.390105724334717,210,54284.383951949996,1000.0
9.974167823791504,0.14744842052459717,210519,-0.3898391127586365,2600,5.720978736877441,211,56242.31673729999,1000.0
9.992879867553711,-0.003486156463623047,218619,0.24022704362869263,2700,5.052628517150879,211,59466.872009490005,1000.0
9.96497917175293,-0.44318342208862305,226719,-0.29904904961586,2800,5.194504737854004,211,62049.67194221,1000.0
9.980660438537598,-0.06919312477111816,234819,-0.002476818859577179,2900,3.8873963356018066,211,62850.548902380004,1000.0
9.941856384277344,-0.5286509990692139,242919,0.3530261516571045,3000,4.652442932128906,211,64668.26228096,1000.0
9.969983100891113,-0.689437985420227,251019,0.36135321855545044,3100,3.409405469894409,211,64867.95336248,1000.0
9.9703369140625,-0.09651470184326172,259119,-0.05110977217555046,3200,3.7340385913848877,212,66816.46874735999,1000.0
9.961411476135254,-0.4636422395706177,267219,-0.27749890089035034,3300,6.032780647277832,212,69725.20276730001,1000.0
9.972418785095215,-1.5303528308868408,275319,-0.02303103357553482,3400,2.8431689739227295,212,70248.39257253,1000.0
9.980742454528809,-4.447849750518799,283419,-0.30200430750846863,3500,2.8727927207946777,211,69339.3924857,1000.0
9.991486549377441,-0.22765898704528809,291519,0.13887465000152588,3600,2.6944289207458496,211,70516.83461495,1000.0
9.980466842651367,-1.04170823097229,299619,-0.4417669177055359,3700,2.1420791149139404,211,70570.63504569001,1000.0
9.981202125549316,-0.37551188468933105,307719,0.22461433708667755,3800,2.5880744457244873,211,71395.76952988001,1000.0
9.998611450195312,-0.25657594203948975,315819,0.05778580158948898,3900,3.80017352104187,211,72062.21636421999,1000.0
10.007501602172852,0.017380952835083008,323919,-0.3093353807926178,4000,4.554808616638184,211,72139.68431967997,1000.0
10.067537307739258,-0.019646525382995605,332019,0.14061588048934937,4100,6.341795921325684,211,73217.77941056,1000.0
10.140862464904785,-0.12823379039764404,340119,-0.348965585231781,4200,0.9602313041687012,210,71174.81524039,1000.0
10.146774291992188,0.04959428310394287,348219,-0.35264110565185547,4300,1.4947093725204468,210,70266.75949372,1000.0
10.14605712890625,-0.04909861087799072,356319,0.01330893486738205,4400,2.7528975009918213,210,71594.80008775002,1000.0
10.162778854370117,-0.24273169040679932,364419,-0.34908318519592285,4500,2.8252453804016113,210,70267.55514632999,1000.0
10.177862167358398,-0.0022290945053100586,372519,-0.21960562467575073,4600,2.7277097702026367,210,69473.58569700998,1000.0
10.2029390335083,-1.956317663192749,380619,-0.2816092073917389,4700,0.7983956933021545,210,68803.76697509,1000.0
10.202874183654785,-0.04243755340576172,388719,-0.2907627820968628,4800,3.2940852642059326,210,70626.12463247,1000.0
10.206108093261719,-0.13762974739074707,396819,0.0388704389333725,4900,5.6579976081848145,211,74118.46929803,1000.0
10.155144691467285,0.009866058826446533,404919,-0.12225320935249329,5000,4.719181060791016,211,76050.49156529,1000.0
10.199736595153809,0.1916254758834839,413019,0.12668363749980927,5100,4.22643518447876,211,76951.99293210998,1000.0
10.291558265686035,0.05373495817184448,421119,-0.16949984431266785,5200,3.2936816215515137,211,75732.05466039998,1000.0
10.306418418884277,-0.1056215763092041,429219,-0.03850133717060089,5300,2.0972237586975098,211,74072.72780011,1000.0
10.316512107849121,-0.6720007658004761,437319,-0.06263379752635956,5400,2.5240142345428467,211,73462.6201002,1000.0
10.31166934967041,-0.6294941902160645,445419,-0.15545588731765747,5500,2.4235992431640625,211,75918.57260816,1000.0
10.265891075134277,-0.28150641918182373,453519,-0.18234720826148987,5600,2.8368029594421387,211,76153.38659399,1000.0
10.260398864746094,0.12023133039474487,461619,-0.1592104136943817,5700,3.460888624191284,212,78095.88535879001,1000.0
10.224050521850586,-0.11978209018707275,469719,0.32319217920303345,5800,3.244431257247925,212,78878.81698641,1000.0
10.292218208312988,0.3012614846229553,477819,-0.32184743881225586,5900,5.461911201477051,212,82510.35327201,1000.0
10.35015869140625,-0.11169314384460449,485919,-0.39470982551574707,6000,5.9935455322265625,212,87703.53985291002,1000.0
10.356691360473633,-0.7134314775466919,494019,0.014683715999126434,6100,4.453856468200684,212,87753.11098057,1000.0
10.325301170349121,0.11596488952636719,502119,-0.3603629171848297,6200,5.411355495452881,212,88245.90562237999,1000.0
10.35046100616455,-1.0679633617401123,510219,0.021163038909435272,6300,4.5050811767578125,213,87540.08254014999,1000.0
10.382779121398926,-0.6829897165298462,518319,-0.3134985566139221,6400,3.1537201404571533,213,88264.10080481,1000.0
10.411587715148926,-0.14261376857757568,526419,-0.3459717333316803,6500,4.318558692932129,213,89845.95994008,1000.0
10.454718589782715,-0.9821288585662842,534519,-0.20356330275535583,6600,4.506877899169922,213,92141.9006852,1000.0
10.474752426147461,-1.0312304496765137,542619,0.01987098902463913,6700,3.5571999549865723,213,93599.84984211,1000.0
10.531889915466309,-0.012002706527709961,550719,-0.1259337067604065,6800,4.927743434906006,213,97097.82797125,1000.0
10.566490173339844,-0.01833164691925049,558819,-0.28921881318092346,6900,5.125284194946289,213,97682.3172231,1000.0
10.568387031555176,-0.004409074783325195,566919,0.08339939266443253,7000,4.727097988128662,213,97941.16445347,1000.0
10.533547401428223,-0.04199230670928955,575019,-0.03422415256500244,7100,5.118374824523926,213,98516.06059610998,1000.0
10.583540916442871,-2.1523470878601074,583119,-0.0247945636510849,7200,4.282515048980713,213,97276.12291187001,1000.0
10.598065376281738,-0.004063844680786133,591219,-0.3754245638847351,7300,5.021086692810059,213,97458.59120346,1000.0
10.638482093811035,0.36315786838531494,599319,0.09677388519048691,7400,4.333168983459473,213,96680.05425511002,1000.0
10.718253135681152,-0.07604432106018066,607419,-0.25022760033607483,7500,3.7118523120880127,213,95074.69825021998,1000.0
10.756564140319824,-0.046309471130371094,615519,-0.16919413208961487,7600,3.641462802886963,213,96625.92580293001,1000.0
10.767382621765137,0.2704722285270691,623619,-0.44394683837890625,7700,3.88017201423645,214,98463.90173392002,1000.0
10.801125526428223,-0.09876859188079834,631719,0.3151382505893707,7800,4.689640522003174,214,98152.10935138,1000.0
10.893597602844238,-0.23059475421905518,639819,-0.16334708034992218,7900,4.058133125305176,214,98587.62376093,1000.0
10.922721862792969,-0.45959293842315674,647919,-0.16302360594272614,8000,2.7855637073516846,214,96350.80699134,1000.0
10.966650009155273,-1.9006445407867432,656019,-0.13201940059661865,8100,1.7776994705200195,214,92302.17725963998,1000.0
10.995665550231934,-0.06921935081481934,664119,-0.4246951639652252,8200,1.3097528219223022,214,89286.21758122001,1000.0
10.999861717224121,0.03900146484375,672219,-0.2701100707054138,8300,2.291121244430542,214,87635.31958013,1000.0
11.047560691833496,-0.2937253713607788,680319,-0.1897045373916626,8400,1.5512094497680664,214,85683.26493225001,1000.0
11.063559532165527,-2.0257058143615723,688419,-0.01786356419324875,8500,2.569495677947998,214,84164.86308775,1000.0
11.127411842346191,0.015515506267547607,696519,-0.1216714084148407,8600,1.5749084949493408,214,83062.05246102001,1000.0
11.12078857421875,-1.209557056427002,704619,0.13270092010498047,8700,2.9143388271331787,215,83759.25422152,1000.0
11.12348747253418,-0.8548736572265625,712719,-0.04350277781486511,8800,3.253052234649658,215,82335.54688742,1000.0
11.129195213317871,-2.3843345642089844,720819,-0.06342887878417969,8900,0.8384274244308472,215,78681.52283248,1000.0
11.130972862243652,-2.4041385650634766,728919,-0.25605508685112,9000,1.0111520290374756,215,75859.81519673,1000.0
11.158308982849121,-43.880882263183594,737019,-0.4677638113498688,9100,1.4186761379241943,215,73810.72737655,1000.0
11.17187786102295,0.17251747846603394,745119,-0.14377205073833466,9200,2.7026238441467285,215,72872.38870512,1000.0
11.216455459594727,-4.24369478225708,753219,-0.3715254068374634,9300,1.5269954204559326,215,73889.93150325,1000.0
11.233062744140625,-8.214438438415527,761319,-0.31349071860313416,9400,2.010148048400879,215,75308.69891620001,1000.0
11.220429420471191,-4.095934867858887,769419,0.2576380670070648,9500,1.4188807010650635,215,74133.87912586,1000.0
11.236516952514648,0.11607438325881958,777519,-0.4251546859741211,9600,2.552112102508545,215,74335.13230162,1000.0
11.19986629486084,-1.1678576469421387,785619,0.05118817090988159,9700,2.7876672744750977,215,74808.32430980001,1000.0
11.210562705993652,0.096316397190094,793719,0.07682886719703674,9800,2.7516369819641113,215,74504.9253768,1000.0
11.23091983795166,0.0038298964500427246,801819,-0.07998506724834442,9900,2.8123035430908203,215,74080.65618141,1000.0
11.217032432556152,-0.014900803565979004,809919,0.02063402533531189,10000,3.2707157135009766,215,74801.35533161,1000.0
11.245436668395996,0.10179698467254639,818019,-0.553341269493103,10100,3.0356688499450684,215,76136.29262270001,1000.0
11.261527061462402,-0.029246091842651367,826119,-0.048106685280799866,10200,3.1909403800964355,215,79930.69375961,1000.0
11.285138130187988,-0.07626032829284668,834219,-0.19150610268115997,10300,3.2687721252441406,215,81886.46568582,1000.0
11.299324989318848,-0.04167914390563965,842319,-0.11613794416189194,10400,3.4665493965148926,215,83267.11038499001,1000.0
11.268166542053223,-0.8212703466415405,850419,0.03842993825674057,10500,2.6979897022247314,216,83983.71449516,1000.0
11.265472412109375,-0.8160223960876465,858519,0.16161906719207764,10600,2.8429126739501953,216,86607.64547972998,1000.0
11.282273292541504,-1.4264249801635742,866619,-0.008703269064426422,10700,3.4791252613067627,216,87402.25702779,1000.0
11.316826820373535,-0.012317538261413574,874719,-0.26383447647094727,10800,2.223414897918701,216,86624.69288859,1000.0
11.361848831176758,0.020856738090515137,882819,0.07570496946573257,10900,1.923903226852417,216,86489.08878272999,1000.0
11.412421226501465,0.051721930503845215,890919,-0.2747322916984558,11000,1.8372974395751953,216,85617.76292546,1000.0
11.44467830657959,-0.04255187511444092,899019,-0.021214552223682404,11100,2.3325350284576416,217,85517.41722920998,1000.0
11.459364891052246,-0.3637145757675171,907119,-0.004649922251701355,11200,2.2881839275360107,217,83118.55840675002,1000.0
11.458527565002441,-0.5786100625991821,915219,0.1410498023033142,11300,2.26592755317688,217,81886.15457097,1000.0
11.482451438903809,0.23423677682876587,923319,0.20642372965812683,11400,2.1567184925079346,217,80153.87515178,1000.0
11.516823768615723,0.331214964389801,931419,-0.06970252841711044,11500,1.714644432067871,217,79267.69053213,1000.0
11.533958435058594,-1.3890280723571777,939519,0.22049224376678467,11600,1.783778190612793,217,77700.3501109,1000.0
11.545500755310059,-0.14771497249603271,947619,0.29341933131217957,11700,1.8078718185424805,218,79021.44177554,1000.0
11.560791015625,-0.026878714561462402,955719,-0.17663782835006714,11800,2.351689577102661,218,80903.06072216001,1000.0
11.573092460632324,-0.3174630403518677,963819,-0.3101092278957367,11900,2.68900990486145,218,81376.24077156,1000.0
11.577506065368652,0.14326095581054688,971919,-0.43612632155418396,12000,2.721428394317627,218,82282.25958215,1000.0
11.589959144592285,-0.06636595726013184,980019,-0.2504531145095825,12100,2.5569541454315186,218,84493.18478073999,1000.0
11.593160629272461,0.10976338386535645,988119,-0.30072280764579773,12200,2.632579803466797,219,86297.08731059,1000.0
11.592110633850098,-0.803917646408081,996219,0.23198851943016052,12300,2.245227336883545,219,88972.67904036999,1000.0
11.593292236328125,-0.18143904209136963,1004319,-0.6473090648651123,12400,2.339247703552246,219,90025.18577576002,1000.0
11.59411907196045,0.031237423419952393,1012419,-0.3072654604911804,12500,2.6865074634552,219,93396.44569904002,1000.0
