policy_loss,total_timesteps,value_loss,fps,explained_variance,nupdates,policy_entropy,ep_len_mean,ep_reward_mean
-0.047947149723768234,226719,8.68828010559082,220,-0.021969199180603027,2800,8.211594581604004,1000.0,59149.62612975
-0.13814519345760345,234819,8.635425567626953,220,0.0036000609397888184,2900,8.052757263183594,1000.0,62471.97606507
-0.07960937917232513,242919,8.755236625671387,220,-0.004130125045776367,3000,7.953024864196777,1000.0,65938.93035492
-0.10297052562236786,251019,8.873339653015137,220,-0.006732940673828125,3100,7.787925720214844,1000.0,69731.16492317
0.2877063453197479,259119,8.869913101196289,221,-0.0074193477630615234,3200,7.622093200683594,1000.0,73413.14974748
-0.011071361601352692,267219,9.257017135620117,221,-0.0056765079498291016,3300,7.456215858459473,1000.0,77690.55925551002
0.06669167429208755,275319,9.141494750976562,221,0.011353492736816406,3400,7.310971260070801,1000.0,81797.39571003
-0.4102495312690735,283419,9.127218246459961,221,0.02693110704421997,3500,7.1866865158081055,1000.0,85711.44411422
-0.2659284770488739,291519,8.691278457641602,221,0.04675847291946411,3600,7.056277275085449,1000.0,89330.37072892001
-0.23821845650672913,299619,8.60308837890625,221,0.004020988941192627,3700,6.917952537536621,1000.0,93101.41347223999
-0.14804989099502563,307719,8.584760665893555,221,0.01409459114074707,3800,6.838208198547363,1000.0,96881.87178961
-0.023058418184518814,315819,8.47607421875,221,0.003580331802368164,3900,6.687896728515625,1000.0,100388.01374646001
0.011847935616970062,323919,8.383060455322266,221,-0.00811469554901123,4000,6.532615661621094,1000.0,104025.73633259001
-0.1279825121164322,332019,8.291165351867676,222,-0.006016135215759277,4100,6.416481971740723,1000.0,107326.30135778998
-0.08738477528095245,340119,8.23021411895752,222,-0.0029137134552001953,4200,6.301662921905518,1000.0,110274.44419939
-0.11986085772514343,348219,8.10525894165039,222,0.0111314058303833,4300,6.2129807472229,1000.0,112806.20030452003
0.10409337282180786,356319,7.873867988586426,222,-0.007472634315490723,4400,6.087589740753174,1000.0,114850.98019116999
-0.12828147411346436,364419,7.594996452331543,222,-0.001983165740966797,4500,6.007847309112549,1000.0,116666.61253674001
0.07397530227899551,372519,7.274400234222412,222,-0.0019409656524658203,4600,5.96677303314209,1000.0,118083.94555907
0.04191874712705612,380619,7.203791618347168,222,-5.9604644775390625e-06,4700,5.947266578674316,1000.0,119617.24569989
-0.23006173968315125,388719,6.968841552734375,223,-0.01322484016418457,4800,5.955963134765625,1000.0,121060.4892212
0.00030593201518058777,396819,6.864716529846191,223,-0.0021926164627075195,4900,5.943211078643799,1000.0,122295.76684583
-0.17180615663528442,404919,6.776557922363281,223,-0.0012596845626831055,5000,5.891150951385498,1000.0,122960.04529663
-0.4567524790763855,413019,6.505427360534668,223,-0.0021837949752807617,5100,5.831966400146484,1000.0,123313.84051467001
-0.16207627952098846,421119,6.4634552001953125,223,-0.001030564308166504,5200,5.805160999298096,1000.0,123586.43787223
-0.04111897200345993,429219,6.386894702911377,223,0.001131892204284668,5300,5.806362152099609,1000.0,123827.31140204998
-0.26629942655563354,437319,6.336934566497803,223,-0.002026796340942383,5400,5.773353576660156,1000.0,123979.29220735002
-0.32593420147895813,445419,6.210849285125732,224,-0.019083380699157715,5500,5.790507793426514,1000.0,124067.28302404
0.05776575580239296,453519,6.197359561920166,224,-0.002611517906188965,5600,5.754181385040283,1000.0,124154.52071209
-0.34519991278648376,461619,6.163492202758789,224,0.005887806415557861,5700,5.749823570251465,1000.0,124131.71202566002
-0.21364988386631012,469719,6.114006996154785,224,-0.0011758804321289062,5800,5.735637664794922,1000.0,124119.27205748997
-0.05021625757217407,477819,6.10581636428833,224,0.003854811191558838,5900,5.7159342765808105,1000.0,124093.85502398
0.12246692180633545,485919,6.086175441741943,224,-0.0008087158203125,6000,5.716940402984619,1000.0,124130.84120163001
0.15067455172538757,494019,6.046743392944336,224,-0.0012350082397460938,6100,5.745033264160156,1000.0,124166.67271482002
-0.25516510009765625,502119,6.021265983581543,225,0.0005707740783691406,6200,5.765605926513672,1000.0,124174.89599086001
