,cliprange,cliprange_vf,ent_coef,gamma,lam,learning_rate,max_grad_norm,n_steps,nminibatches,noptepochs,vf_coef,mean_auc,std_auc,mean_fer,std_fer
23,0.2,0.2,0.0,0.99,0.95,0.00072,0.5,32,4,4,0.5,50048.64,8668.84,39063.3,19740.58
24,0.2,0.2,0.001,0.99,0.95,0.001,0.5,32,4,4,1.0,50208.73,9262.66,34843.88,20984.51
25,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,0.75,50624.43,9031.82,35803.16,22748.08
26,0.2,0.2,0.001,0.99,0.95,0.00072,0.5,32,4,4,0.25,50718.61,9808.17,33135.58,20029.88
27,0.2,0.2,0.01,0.99,0.95,0.001,0.5,32,4,4,0.5,50750.99,8354.15,40517.19,19439.92
28,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,0.75,50767.52,9200.77,35310.63,17459.51
29,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,0.5,50848.33,9086.99,36846.86,21933.35
30,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,0.25,50894.29,9136.59,34494.32,22233.19
31,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,0.75,51262.51,8979.24,34432.27,14390.26
32,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,0.25,51365.43,8954.33,34232.29,17098.88
33,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,0.25,51859.9,8649.48,34552.3,11112.51
34,0.2,0.2,0.01,0.99,0.95,0.00072,0.5,32,4,4,0.25,52496.23,8066.94,39466.02,16781.0
35,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,0.25,52563.67,7186.18,42602.12,16470.79
36,0.2,0.2,0.01,0.99,0.95,0.00052,0.5,32,4,4,1.0,52585.5,7480.67,40894.01,15562.69
37,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,1.0,52605.06,7441.51,38388.45,12031.94
38,0.2,0.2,0.01,0.99,0.95,0.001,0.5,32,4,4,0.25,53237.6,7010.71,42607.28,22027.64
39,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,0.5,53258.91,7532.81,39691.9,16737.67
40,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,0.75,53655.04,7010.29,41559.33,17701.68
41,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,1.0,54077.55,6862.93,41329.84,21169.59
42,0.2,0.2,0.001,0.99,0.95,0.00052,0.5,32,4,4,0.5,54140.32,6207.13,43494.81,15429.7
43,0.2,0.2,0.0,0.99,0.95,0.00052,0.5,32,4,4,0.5,54234.21,6599.64,41291.37,18400.65
44,0.2,0.2,0.01,0.99,0.95,0.00037,0.5,32,4,4,0.5,54361.09,6267.96,44219.76,15248.15
45,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,0.75,54460.15,6640.1,43707.16,11898.87
46,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,1.0,54527.16,6744.56,41965.58,15400.43
47,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,1.0,54815.85,6377.26,43561.66,10635.46
48,0.2,0.2,0.001,0.99,0.95,0.00037,0.5,32,4,4,0.75,54975.59,6174.9,41870.91,15550.0
49,0.2,0.2,0.0,0.99,0.95,0.00037,0.5,32,4,4,0.5,56065.22,5630.74,45010.87,15247.13
50,0.2,0.2,0.1,0.99,0.95,0.00052,0.5,32,4,4,0.5,56319.09,4277.39,51945.8,6492.91
51,0.2,0.2,0.0,0.99,0.95,0.00027,0.5,32,4,4,0.5,56338.98,5679.75,46689.24,10797.59
52,0.2,0.2,0.001,0.99,0.95,0.00019,0.5,32,4,4,0.5,56523.66,5625.96,47207.13,10127.75
53,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,0.5,56733.98,4764.19,48523.59,8350.6
54,0.2,0.2,0.1,0.99,0.95,0.00052,0.5,32,4,4,1.0,56894.26,3569.51,53708.81,5885.52
55,0.2,0.2,0.1,0.99,0.95,0.00052,0.5,32,4,4,0.75,56927.5,3560.47,53494.13,5666.23
56,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,1.0,56932.47,5319.54,48001.36,11516.09
57,0.2,0.2,0.0,0.99,0.95,0.00027,0.5,32,4,4,0.75,57089.38,4491.42,50504.6,6973.27
58,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.75,57102.05,4510.28,49649.88,7142.93
59,0.2,0.2,0.1,0.99,0.95,0.00052,0.5,32,4,4,0.25,57125.79,3821.73,52852.0,5602.18
60,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.5,57170.37,5133.1,47960.44,8854.58
61,0.2,0.2,0.1,0.99,0.95,0.00072,0.5,32,4,4,0.75,57356.33,3594.9,55078.28,5225.69
62,0.2,0.2,0.1,0.99,0.95,0.00027,0.5,32,4,4,0.5,57527.67,4336.67,51775.32,4630.68
63,0.2,0.2,0.0,0.99,0.95,0.00019,0.5,32,4,4,1.0,57610.59,4844.72,48894.87,10251.68
64,0.2,0.2,0.1,0.99,0.95,0.00072,0.5,32,4,4,1.0,57627.1,2889.59,55957.29,2695.01
65,0.2,0.2,0.1,0.99,0.95,0.00072,0.5,32,4,4,0.25,57754.67,3124.39,56186.65,4797.94
66,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,0.75,57973.55,4196.3,50343.76,8827.67
67,0.2,0.2,0.1,0.99,0.95,0.001,0.5,32,4,4,0.75,58099.4,3037.94,57394.07,4866.57
68,0.2,0.2,0.1,0.99,0.95,0.00037,0.5,32,4,4,0.75,58103.93,3460.53,54329.69,5567.03
69,0.2,0.2,0.1,0.99,0.95,0.00027,0.5,32,4,4,0.75,58151.98,3781.91,52222.19,5482.67
70,0.2,0.2,0.001,0.99,0.95,0.00019,0.5,32,4,4,0.25,58170.15,4312.2,50468.85,11397.81
71,0.2,0.2,0.1,0.99,0.95,0.001,0.5,32,4,4,1.0,58462.95,2692.41,57287.65,4688.46
72,0.2,0.2,0.0,0.99,0.95,0.00019,0.5,32,4,4,0.75,58510.18,3787.97,52416.56,5570.15
73,0.2,0.2,0.1,0.99,0.95,0.00037,0.5,32,4,4,0.25,58564.4,3409.52,53898.17,6952.42
74,0.2,0.2,0.01,0.99,0.95,0.00027,0.5,32,4,4,0.25,58581.96,3712.86,52239.53,7151.85
75,0.2,0.2,0.001,0.99,0.95,0.00027,0.5,32,4,4,0.25,58586.16,3663.04,53601.16,4796.87
76,0.2,0.2,0.1,0.99,0.95,0.00037,0.5,32,4,4,1.0,58613.63,3475.71,53987.04,5724.37
77,0.2,0.2,0.1,0.99,0.95,0.00037,0.5,32,4,4,0.5,58765.55,3065.07,54714.9,3506.97
78,0.2,0.2,0.0,0.99,0.95,0.00019,0.5,32,4,4,0.25,58795.82,3683.53,51935.86,5807.92
79,0.2,0.2,0.001,0.99,0.95,0.00019,0.5,32,4,4,1.0,58939.73,4274.12,51166.81,10364.77
80,0.2,0.2,0.01,0.99,0.95,0.00019,0.5,32,4,4,0.75,58978.58,3564.24,53543.26,5565.74
81,0.2,0.2,0.1,0.99,0.95,0.00027,0.5,32,4,4,1.0,59043.17,3249.58,54792.59,3545.54
82,0.2,0.2,0.0,0.99,0.95,0.00027,0.5,32,4,4,1.0,59069.0,3433.57,53927.96,5466.03
83,0.2,0.2,0.1,0.99,0.95,0.00072,0.5,32,4,4,0.5,59286.54,2447.53,57566.7,3251.65
84,0.2,0.2,0.0,0.99,0.95,0.00027,0.5,32,4,4,0.25,59338.99,3249.23,54009.33,9281.75
85,0.2,0.2,0.01,0.99,0.95,0.00019,0.5,32,4,4,0.5,59415.85,3127.48,54651.05,4119.43
86,0.2,0.2,0.1,0.99,0.95,0.00027,0.5,32,4,4,0.25,59444.28,3007.22,54258.68,4491.3
87,0.2,0.2,0.1,0.99,0.95,0.001,0.5,32,4,4,0.5,59470.64,2238.18,59108.76,4118.28
88,0.2,0.2,0.1,0.99,0.95,0.00019,0.5,32,4,4,1.0,59547.13,3095.49,54324.27,4888.47
89,0.2,0.2,0.0,0.99,0.95,0.00014,0.5,32,4,4,0.5,59807.56,2977.42,53644.41,4673.29
90,0.2,0.2,0.01,0.99,0.95,0.00019,0.5,32,4,4,0.25,59918.13,2901.64,54503.57,4277.04
91,0.2,0.2,0.01,0.99,0.95,0.00019,0.5,32,4,4,1.0,60047.29,3157.73,54980.96,4132.72
92,0.2,0.2,0.001,0.99,0.95,0.00019,0.5,32,4,4,0.75,60112.84,2492.23,55902.44,2669.02
93,0.2,0.2,0.0,0.99,0.95,0.00019,0.5,32,4,4,0.5,60208.45,2635.82,54918.8,3839.65
94,0.2,0.2,0.1,0.99,0.95,0.001,0.5,32,4,4,0.25,60243.19,1613.98,60317.43,1497.53
95,0.2,0.2,0.1,0.99,0.95,0.00019,0.5,32,4,4,0.75,60277.19,2419.98,56365.59,3110.35
96,0.2,0.2,0.001,0.99,0.95,0.00014,0.5,32,4,4,1.0,60322.24,2745.29,55965.28,4665.16
97,0.2,0.2,0.1,0.99,0.95,0.00019,0.5,32,4,4,0.25,60344.73,2366.27,56251.28,3067.74
98,0.2,0.2,0.0,0.99,0.95,0.00014,0.5,32,4,4,0.75,60394.55,2499.88,56179.3,3506.98
99,0.2,0.2,0.1,0.99,0.95,0.00019,0.5,32,4,4,0.5,60427.03,2237.41,56693.64,2783.84
100,0.2,0.2,0.0,0.99,0.95,0.00014,0.5,32,4,4,1.0,60510.87,2525.21,55416.59,4417.53
101,0.2,0.2,0.1,0.99,0.95,0.00014,0.5,32,4,4,1.0,60536.28,2135.7,57057.19,2591.33
102,0.2,0.2,0.01,0.99,0.95,0.00014,0.5,32,4,4,0.5,60585.37,2261.48,57244.17,3037.66
103,0.2,0.2,0.01,0.99,0.95,0.00014,0.5,32,4,4,1.0,60600.08,2645.33,55516.84,4339.11
104,0.2,0.2,0.001,0.99,0.95,0.00014,0.5,32,4,4,0.5,60706.44,2406.66,56051.08,3615.46
105,0.2,0.2,0.001,0.99,0.95,0.00014,0.5,32,4,4,0.75,60913.33,2187.93,56715.69,3361.88
106,0.2,0.2,0.01,0.99,0.95,0.00014,0.5,32,4,4,0.75,60984.48,2199.54,56466.37,4510.64
107,0.2,0.2,0.1,0.99,0.95,0.00014,0.5,32,4,4,0.5,61103.7,1976.84,57697.58,2130.12
108,0.2,0.2,0.0,0.99,0.95,0.00014,0.5,32,4,4,0.25,61123.27,2127.53,56940.75,3922.26
109,0.2,0.2,0.001,0.99,0.95,0.00014,0.5,32,4,4,0.25,61245.65,1959.82,58146.81,2378.71
110,0.2,0.2,0.0,0.99,0.95,0.0001,0.5,32,4,4,1.0,61265.35,1963.9,57974.28,3151.13
111,0.2,0.2,0.1,0.99,0.95,0.00014,0.5,32,4,4,0.25,61269.16,1879.26,58460.53,2164.63
112,0.2,0.2,0.01,0.99,0.95,0.00014,0.5,32,4,4,0.25,61574.88,1838.54,58288.35,4329.3
113,0.2,0.2,0.1,0.99,0.95,0.0001,0.5,32,4,4,1.0,61582.16,1767.62,59237.43,2070.58
114,0.2,0.2,0.01,0.99,0.95,0.0001,0.5,32,4,4,0.25,61609.48,1844.41,58869.81,2710.75
115,0.2,0.2,0.0,0.99,0.95,0.0001,0.5,32,4,4,0.25,61623.87,1770.19,59246.99,1881.29
116,0.2,0.2,0.1,0.99,0.95,0.0001,0.5,32,4,4,0.5,61704.2,1682.35,59896.78,1670.54
117,0.2,0.2,0.001,0.99,0.95,0.0001,0.5,32,4,4,1.0,61755.59,1624.15,59390.42,1592.15
118,0.2,0.2,0.001,0.99,0.95,0.0001,0.5,32,4,4,0.25,61760.73,1835.57,58721.3,3515.53
119,0.2,0.2,0.01,0.99,0.95,0.0001,0.5,32,4,4,1.0,61905.76,1732.25,59142.13,3350.35
120,0.2,0.2,0.1,0.99,0.95,0.0001,0.5,32,4,4,0.75,61947.73,1459.62,60435.16,1380.91
121,0.2,0.2,0.1,0.99,0.95,0.00014,0.5,32,4,4,0.75,62001.94,1367.33,60354.32,2149.2
122,0.2,0.2,0.01,0.99,0.95,0.0001,0.5,32,4,4,0.75,62009.03,1481.01,60287.15,2520.75
123,0.2,0.2,0.001,0.99,0.95,0.0001,0.5,32,4,4,0.5,62118.7,1441.02,59856.36,2732.29
124,0.2,0.2,0.0,0.99,0.95,0.0001,0.5,32,4,4,0.75,62196.26,1332.47,60398.29,1483.92
125,0.2,0.2,0.0,0.99,0.95,0.0001,0.5,32,4,4,0.5,62252.54,1330.39,60438.03,1719.74
126,0.2,0.2,0.01,0.99,0.95,0.0001,0.5,32,4,4,0.5,62381.32,1268.22,60670.87,2279.3
127,0.2,0.2,0.001,0.99,0.95,0.0001,0.5,32,4,4,0.75,62395.95,1363.86,60776.39,1434.41
128,0.2,0.2,0.1,0.99,0.95,0.0001,0.5,32,4,4,0.25,62620.15,1132.6,61255.46,1920.27
