,ent_coef,gamma,kfac_clip,learning_rate,lr_schedule,max_grad_norm,n_steps,vf_coef,vf_fisher_coef,
144,0.1,0.99,0.001,0.05,constant,0.5,32,0.25,1.0,8051.55,3608.09,
145,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,8019.55,3217.83,
146,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.75,1.0,8017.58,3660.94,
147,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,7933.57,3756.45,
148,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,1.0,1.0,7865.04,4401.13,
149,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,7820.99,3172.7,
150,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,7780.68,3705.05,
151,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,7774.26,5770.41,
152,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.75,1.0,7756.46,3634.77,
153,0.1,0.99,0.001,0.3,linear,0.5,32,1.0,1.0,7721.94,4967.5,
154,0.1,0.99,0.001,0.3,linear,0.5,32,0.75,1.0,7665.73,4310.43,
155,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,7627.21,3835.52,
156,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.5,1.0,7456.81,4045.55,
157,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,7424.87,3868.44,
158,0.1,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,7297.39,3438.62,
159,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,7257.82,3172.05,
160,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.5,1.0,7221.17,3895.56,
161,0.001,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,7197.54,4829.62,
162,0.0,0.99,0.001,0.3,linear,0.5,32,0.5,1.0,7179.83,4485.07,
163,0.1,0.99,0.001,0.05,constant,0.5,32,1.0,1.0,7088.24,4111.64,
164,0.1,0.99,0.001,0.12,linear,0.5,32,0.25,1.0,7053.87,3568.02,
165,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,6957.7,3063.72,
166,0.1,0.99,0.001,0.12,constant,0.5,32,0.25,1.0,6874.02,3092.21,
167,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,6842.26,3053.63,
168,0.01,0.99,0.001,0.3,linear,0.5,32,0.25,1.0,6841.73,4092.71,
169,0.1,0.99,0.001,0.12,double_middle_drop,0.5,32,0.25,1.0,6836.54,3487.36,
170,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,6819.38,3377.5,
171,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,6785.5,2715.43,
172,0.001,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,6761.63,4097.74,
173,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.5,1.0,6706.33,2871.21,
174,0.01,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,6668.17,5181.51,
175,0.1,0.99,0.001,0.3,double_middle_drop,0.5,32,0.25,1.0,6544.07,3436.64,
176,0.1,0.99,0.001,0.3,constant,0.5,32,0.5,1.0,6448.93,3423.48,
177,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,0.75,1.0,6101.84,2577.22,
178,0.0,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,5985.53,2936.85,
179,0.1,0.99,0.001,0.05,double_middle_drop,0.5,32,1.0,1.0,5831.07,2780.14,
180,0.1,0.99,0.001,0.3,constant,0.5,32,0.25,1.0,5646.59,3211.16,
181,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,5424.24,2168.97,
182,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,5412.29,2164.4,
183,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,5401.39,2184.76,
184,0.01,0.99,0.001,0.05,double_middle_drop,0.5,32,0.25,1.0,5314.39,2363.2,
185,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,5159.26,1988.34,
186,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,4726.57,1807.03,
187,0.01,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,4647.07,2071.23,
188,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,1.0,1.0,4265.57,1761.43,
189,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.5,1.0,3866.36,1592.69,
190,0.0,0.99,0.001,0.02,double_middle_drop,0.5,32,0.25,1.0,3629.81,1636.5,
191,0.001,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,3610.61,1499.11,
192,0.1,0.99,0.001,0.02,double_middle_drop,0.5,32,0.75,1.0,3429.75,1359.21,
