value_loss,fps,explained_variance,total_timesteps,nupdates,policy_entropy,ep_len_mean,ep_reward_mean
74680.9921875,297,3.5762786865234375e-07,696500,19900,7.458187580108643,1000.0,47593.167961890016
384359.25,297,-2.384185791015625e-07,700000,20000,7.431807994842529,1000.0,52349.372674080005
33533.13671875,297,4.76837158203125e-07,703500,20100,7.411491870880127,1000.0,52349.372674080005
291348.28125,297,-1.1920928955078125e-07,707000,20200,7.3555426597595215,1000.0,56522.98595742001
72020.2890625,297,1.7881393432617188e-07,710500,20300,7.305942535400391,1000.0,56522.98595742001
449586.28125,297,5.364418029785156e-07,714000,20400,7.259526252746582,1000.0,59219.26706418
223.74163818359375,297,-1.430511474609375e-06,717500,20500,7.23406982421875,1000.0,59219.26706418
452343.53125,297,3.5762786865234375e-07,721000,20600,7.196574687957764,1000.0,60013.04617583001
5639.59619140625,297,1.7881393432617188e-07,724500,20700,7.182436466217041,1000.0,60013.04617583001
450368.6875,297,5.960464477539062e-07,728000,20800,7.14670467376709,1000.0,59931.59681805
76389.6484375,297,-3.5762786865234375e-07,731500,20900,7.145011901855469,1000.0,59931.59681805
431404.8125,297,1.1920928955078125e-07,735000,21000,7.105986595153809,1000.0,62147.29608429999
20589.693359375,297,3.5762786865234375e-07,738500,21100,7.057779788970947,1000.0,62147.29608429999
410217.03125,297,-2.384185791015625e-07,742000,21200,7.023200035095215,1000.0,62718.832672609984
106398.6484375,297,1.7881393432617188e-07,745500,21300,7.007842063903809,1000.0,62718.832672609984
316484.75,297,2.980232238769531e-07,749000,21400,6.983763694763184,1000.0,63658.039313229994
116773.890625,297,4.76837158203125e-07,752500,21500,6.9645185470581055,1000.0,63658.039313229994
393138.90625,297,5.960464477539063e-08,756000,21600,6.930330753326416,1000.0,64405.45361897
74397.375,297,-1.1920928955078125e-07,759500,21700,6.894620418548584,1000.0,64405.45361897
405680.15625,297,6.556510925292969e-07,763000,21800,6.896509170532227,1000.0,64765.92308775
103784.921875,297,4.172325134277344e-07,766500,21900,6.857639312744141,1000.0,64765.92308775
303463.875,297,2.384185791015625e-07,770000,22000,6.832287788391113,1000.0,65298.268380110014
97468.3984375,297,2.980232238769531e-07,773500,22100,6.7944536209106445,1000.0,65298.268380110014
358616.15625,297,0.0,777000,22200,6.756097793579102,1000.0,66532.38220456001
37973.09375,297,2.384185791015625e-07,780500,22300,6.737235069274902,1000.0,66532.38220456001
608593.0,297,-1.5497207641601562e-06,784000,22400,6.689104080200195,1000.0,65395.903968970015
79802.4375,297,0.0,787500,22500,6.653927326202393,1000.0,65395.903968970015
479512.625,297,0.0,791000,22600,6.66964054107666,1000.0,63966.32053730999
57054.7578125,297,5.960464477539063e-08,794500,22700,6.658222675323486,1000.0,63966.32053730999
314342.96875,297,-1.1920928955078125e-07,798000,22800,6.642235279083252,1000.0,63461.24559720999
40413.98046875,297,2.980232238769531e-07,801500,22900,6.601776123046875,1000.0,63461.24559720999
720591.375,297,2.086162567138672e-06,805000,23000,6.606080055236816,1000.0,63048.752716849995
17078.033203125,297,4.76837158203125e-07,808500,23100,6.577773094177246,1000.0,63048.752716849995
573778.125,297,5.364418029785156e-07,812000,23200,6.579543590545654,1000.0,61597.302166140005
20573.6953125,297,5.960464477539063e-08,815500,23300,6.532301425933838,1000.0,61597.302166140005
534176.875,297,-3.5762786865234375e-07,819000,23400,6.501578330993652,1000.0,62204.237890410004
325.2611389160156,297,-3.337860107421875e-06,822500,23500,6.497142791748047,1000.0,62204.237890410004
618202.375,297,5.364418029785156e-07,826000,23600,6.513601303100586,1000.0,62289.964509280006
21969.224609375,297,-2.384185791015625e-07,829500,23700,6.492762088775635,1000.0,62289.964509280006
610357.9375,297,3.5762786865234375e-07,833000,23800,6.464352130889893,1000.0,61207.97713419999
75190.015625,297,-3.5762786865234375e-07,836500,23900,6.414799690246582,1000.0,61207.97713419999
703006.75,297,3.0994415283203125e-06,840000,24000,6.3761138916015625,1000.0,60955.86131891
5693.90625,297,-4.76837158203125e-07,843500,24100,6.34434175491333,1000.0,60955.86131891
780009.5625,297,9.5367431640625e-07,847000,24200,6.363977432250977,1000.0,58380.39587856999
35500.51953125,297,3.814697265625e-06,850500,24300,6.353353977203369,1000.0,58380.39587856999
669138.75,297,5.364418029785156e-07,854000,24400,6.318438529968262,1000.0,56432.33020109999
31137.625,297,6.556510925292969e-07,857500,24500,6.309877872467041,1000.0,56432.33020109999
803889.625,297,3.2186508178710938e-06,861000,24600,6.29306173324585,1000.0,55209.05714967
10035.08984375,297,1.9073486328125e-06,864500,24700,6.290872097015381,1000.0,55209.05714967
589309.5,297,1.7285346984863281e-06,868000,24800,6.244826316833496,1000.0,54275.854503780014
33172.5078125,297,3.5762786865234375e-07,871500,24900,6.205282211303711,1000.0,54275.854503780014
858006.125,297,-3.5762786865234375e-06,875000,25000,6.185726165771484,1000.0,52534.39306101999
87913.2890625,297,1.7881393432617188e-07,878500,25100,6.154930114746094,1000.0,52534.39306101999
655776.25,297,4.172325134277344e-07,882000,25200,6.098360061645508,1000.0,51948.91987690001
33783.63671875,297,-3.5762786865234375e-07,885500,25300,6.103583335876465,1000.0,51948.91987690001
650769.25,297,4.76837158203125e-07,889000,25400,6.076383113861084,1000.0,52400.17204008
