value_loss,policy_loss,nupdates,policy_entropy,explained_variance,fps,total_timesteps,ep_reward_mean,ep_len_mean
174630.609375,-0.11019100248813629,8600,10.314732551574707,2.86102294921875e-06,279,1212459,23206.740190829998,1000.0
117630.2109375,0.259709894657135,8700,10.315211296081543,3.3974647521972656e-06,278,1226559,24235.586818870004,1000.0
72711.8046875,0.03448621928691864,8800,10.317007064819336,2.0623207092285156e-05,278,1240659,24612.631045969996,1000.0
56366.51171875,-0.27792245149612427,8900,10.31666374206543,2.205371856689453e-05,278,1254759,24769.32905438,1000.0
237570.390625,-0.06971719861030579,9000,10.318024635314941,1.1920928955078125e-06,278,1268859,25038.63936486,1000.0
37633.4140625,0.09882143884897232,9100,10.317670822143555,4.172325134277344e-07,278,1282959,25679.30773539,1000.0
52651.01171875,-0.27623412013053894,9200,10.32391357421875,3.2186508178710938e-06,277,1297059,26426.621719790004,1000.0
24547.609375,0.1893233358860016,9300,10.324702262878418,0.0001259446144104004,277,1311159,26586.008320340003,1000.0
37270.5078125,-0.14027544856071472,9400,10.325577735900879,5.054473876953125e-05,277,1325259,26692.26423865,1000.0
129281.5859375,-0.09246955811977386,9500,10.326292037963867,4.76837158203125e-07,276,1339359,27109.89018997,1000.0
188340.28125,-0.1010381281375885,9600,10.326014518737793,2.3663043975830078e-05,276,1353459,27660.24206201,1000.0
147249.515625,-0.09257108718156815,9700,10.325409889221191,6.079673767089844e-06,276,1367559,28174.368581249997,1000.0
324998.96875,0.0029406771063804626,9800,10.326265335083008,6.556510925292969e-07,276,1381659,28569.035219700007,1000.0
73554.71875,-0.03082539141178131,9900,10.326742172241211,-4.76837158203125e-07,275,1395759,29070.26142888999,1000.0
345650.09375,-0.3435485064983368,10000,10.328618049621582,2.1457672119140625e-06,275,1409859,29627.30787756,1000.0
51817.890625,-0.08511203527450562,10100,10.331923484802246,7.808208465576172e-06,275,1423959,29967.50278921,1000.0
240433.6875,-0.19169950485229492,10200,10.332906723022461,3.635883331298828e-06,275,1438059,30342.293168549997,1000.0
405202.09375,-0.36728227138519287,10300,10.335566520690918,3.5762786865234375e-07,274,1452159,30434.311142330003,1000.0
145301.65625,-0.21955832839012146,10400,10.336161613464355,1.6689300537109375e-06,274,1466259,30200.76886144,1000.0
56416.54296875,-0.011076383292675018,10500,10.336960792541504,1.239776611328125e-05,274,1480359,30143.461181159997,1000.0
168919.140625,-0.0018917322158813477,10600,10.337407112121582,4.708766937255859e-06,273,1494459,30176.023677409998,1000.0
78960.21875,-0.17688819766044617,10700,10.338150978088379,4.827976226806641e-06,273,1508559,30068.608407729993,1000.0
286164.125,0.12435263395309448,10800,10.3389892578125,3.6954879760742188e-06,273,1522659,30443.775384999997,1000.0
96007.7578125,-0.038143254816532135,10900,10.340272903442383,9.5367431640625e-07,273,1536759,30788.555130499997,1000.0
239483.359375,-0.14712578058242798,11000,10.341059684753418,5.131959915161133e-05,273,1550859,31351.1787353,1000.0
162559.859375,0.005611531436443329,11100,10.340363502502441,1.2516975402832031e-06,272,1564959,32192.304750199997,1000.0
173476.40625,-0.187453955411911,11200,10.343083381652832,1.7285346984863281e-06,272,1579059,32888.120360400004,1000.0
179878.421875,-0.2372780293226242,11300,10.343961715698242,1.1444091796875e-05,272,1593159,33360.89841275,1000.0
214355.78125,0.06646554917097092,11400,10.344096183776855,0.0,272,1607259,33740.97063653999,1000.0
175732.921875,-0.1722516119480133,11500,10.344182014465332,2.980232238769531e-07,272,1621359,34731.16971214,1000.0
222016.015625,-0.05476651340723038,11600,10.344175338745117,2.384185791015625e-06,272,1635459,34566.97896623,1000.0
417192.75,-0.3569381833076477,11700,10.34535026550293,-4.76837158203125e-07,272,1649559,34817.16176686001,1000.0
84300.5,-0.12626686692237854,11800,10.346037864685059,1.9311904907226562e-05,271,1663659,34734.766452849995,1000.0
154070.453125,-0.0439896285533905,11900,10.34765625,-7.152557373046875e-07,271,1677759,35464.919045769995,1000.0
444611.28125,-0.0028457865118980408,12000,10.348725318908691,8.344650268554688e-07,271,1691859,35953.43487568,1000.0
227016.921875,-0.2797481417655945,12100,10.349348068237305,5.841255187988281e-06,271,1705959,35834.65479834999,1000.0
304844.84375,0.23325321078300476,12200,10.34888744354248,5.960464477539062e-07,271,1720059,35560.09642247999,1000.0
108777.90625,-0.04308706894516945,12300,10.349833488464355,-5.960464477539062e-07,271,1734159,35989.42703384,1000.0
197883.5,-0.3208177089691162,12400,10.350381851196289,0.0,270,1748259,36476.235492269996,1000.0
93039.7109375,-0.5021478533744812,12500,10.350480079650879,7.092952728271484e-06,270,1762359,36746.09623418,1000.0
152719.5625,-0.3790127635002136,12600,10.349807739257812,1.4901161193847656e-06,270,1776459,37564.00262596,1000.0
279816.90625,-0.28821688890457153,12700,10.350263595581055,1.3649463653564453e-05,270,1790559,37769.05123408,1000.0
339595.1875,-0.15507137775421143,12800,10.351607322692871,-5.960464477539062e-07,270,1804659,38939.36225774,1000.0
333517.65625,-0.3379616141319275,12900,10.353114128112793,1.0728836059570312e-06,270,1818759,39571.21697076,1000.0
171590.078125,-0.16645517945289612,13000,10.353775978088379,0.03348737955093384,270,1832859,38938.73200614,1000.0
197465.59375,-0.16458161175251007,13100,10.353734016418457,2.086162567138672e-06,269,1846959,39921.38064952,1000.0
495268.90625,-0.2115621268749237,13200,10.353449821472168,-5.364418029785156e-06,269,1861059,40629.92288771,1000.0
522015.09375,-0.2384813129901886,13300,10.353877067565918,1.5497207641601562e-06,269,1875159,40964.64751067,1000.0
208250.640625,-0.3839406371116638,13400,10.354640007019043,2.682209014892578e-06,269,1889259,40689.77773951,1000.0
393720.84375,0.010585099458694458,13500,10.353724479675293,1.5497207641601562e-06,269,1903359,40732.993672050005,1000.0
306707.8125,0.09692250192165375,13600,10.35455322265625,-5.960464477539062e-07,269,1917459,40669.6771928,1000.0
395459.65625,-0.25636714696884155,13700,10.355926513671875,2.980232238769531e-07,269,1931559,42017.162951410006,1000.0
304793.28125,-0.30803725123405457,13800,10.356077194213867,1.150369644165039e-05,268,1945659,41895.81823152,1000.0
85719.9765625,-0.08914048969745636,13900,10.356904029846191,3.814697265625e-06,268,1959759,41627.55181560001,1000.0
542626.3125,-0.24572861194610596,14000,10.357356071472168,5.304813385009766e-06,268,1973859,42051.43105505,1000.0
88186.2109375,-0.23396261036396027,14100,10.358031272888184,7.152557373046875e-07,268,1987959,42720.84997904,1000.0
140450.03125,0.04141317307949066,14200,10.357975959777832,8.881092071533203e-06,268,2002059,42848.253497310005,1000.0
