fps,approxkl,serial_timesteps,total_timesteps,policy_entropy,explained_variance,value_loss,time_elapsed,policy_loss,n_updates,clipfrac,ep_reward_mean,ep_len_mean
273,0.029686864,38592,154368,7.5114617,-0.01482689380645752,0.00063864345,863.1540520191193,3.480143e-05,1206,0.24609375,57166.770370300015,500.0
265,0.048721697,38624,154496,7.5109806,0.004698574542999268,0.0005178011,863.6223094463348,0.0386583,1207,0.43359375,57166.770370300015,500.0
274,0.037846487,38656,154624,7.515794,-0.06844615936279297,0.00044975823,864.1047275066376,0.005338147,1208,0.359375,57166.770370300015,500.0
293,0.08770827,38688,154752,7.5244284,-0.010405182838439941,0.00069896854,864.5721778869629,0.054028463,1209,0.46875,57166.770370300015,500.0
278,0.044072118,38720,154880,7.5275187,0.00012969970703125,0.000377011,865.009584903717,-0.0082772765,1210,0.4453125,57166.770370300015,500.0
279,0.026655043,38752,155008,7.5267572,-0.07291960716247559,0.0003718814,865.469480752945,0.004090886,1211,0.33398438,57166.770370300015,500.0
284,0.038265776,38784,155136,7.5266438,-0.11203336715698242,0.0002220856,865.9285385608673,-0.0026769284,1212,0.4296875,57166.770370300015,500.0
287,0.040607225,38816,155264,7.529992,-0.21786713600158691,0.00022851651,866.3796164989471,0.023799615,1213,0.37695312,57166.770370300015,500.0
262,0.030682597,38848,155392,7.5319266,-0.25836026668548584,0.00014524024,866.8257658481598,-0.009751864,1214,0.30664062,57166.770370300015,500.0
265,0.024412584,38880,155520,7.535491,-0.2912437915802002,0.00013011866,867.3135628700256,-0.003040079,1215,0.3203125,57166.770370300015,500.0
234,0.029999051,38912,155648,7.5425406,-0.06154608726501465,0.00015166447,867.796441078186,0.001911046,1216,0.36523438,57166.770370300015,500.0
271,0.0390315,38944,155776,7.548158,-0.3070387840270996,9.713635e-05,868.3425877094269,0.0037693027,1217,0.40039062,57166.770370300015,500.0
265,0.05513773,38976,155904,7.549838,-0.018834471702575684,0.00018627895,868.8153049945831,0.0053885262,1218,0.41210938,57166.770370300015,500.0
31,0.02684044,39008,156032,7.5487866,-0.012561798095703125,0.90178376,869.298002243042,-0.027922494,1219,0.29492188,57424.064345410006,500.0
273,0.04178001,39040,156160,7.5607543,0.00695645809173584,0.0022121337,873.3346121311188,-0.024037233,1220,0.38085938,57424.064345410006,500.0
282,0.015532389,39072,156288,7.5730276,0.06681770086288452,0.0012876077,873.8036892414093,-0.016703391,1221,0.20898438,57424.064345410006,500.0
271,0.016873525,39104,156416,7.5670204,-0.0024770498275756836,0.00091493176,874.2578439712524,0.005649028,1222,0.2421875,57424.064345410006,500.0
277,0.016881993,39136,156544,7.552672,-0.042107343673706055,0.00067784847,874.7301599979401,-0.0010623971,1223,0.22070312,57424.064345410006,500.0
267,0.059221458,39168,156672,7.5459595,-0.11026656627655029,0.00059395895,875.1920485496521,0.007687685,1224,0.44726562,57424.064345410006,500.0
277,0.022579411,39200,156800,7.5470176,-0.11207938194274902,0.0005021902,875.6707391738892,-0.0039132033,1225,0.28515625,57424.064345410006,500.0
272,0.015501107,39232,156928,7.542243,-0.15314769744873047,0.00035185256,876.1331310272217,-0.011342838,1226,0.17773438,57424.064345410006,500.0
261,0.021745577,39264,157056,7.5360966,-0.19049382209777832,0.00030721287,876.6043510437012,-0.016763128,1227,0.2890625,57424.064345410006,500.0
267,0.013319136,39296,157184,7.5344586,-0.12531566619873047,0.00027667236,877.0943508148193,-0.002156468,1228,0.18359375,57424.064345410006,500.0
256,0.026321849,39328,157312,7.535168,-0.3733574151992798,0.00018124541,877.5727002620697,-0.015103596,1229,0.33984375,57424.064345410006,500.0
257,0.026079647,39360,157440,7.5340047,-0.12128996849060059,0.00038107738,878.0719702243805,0.0005700239,1230,0.30664062,57424.064345410006,500.0
250,0.03407773,39392,157568,7.5357847,0.04504173994064331,0.00033521643,878.569192647934,-0.007667163,1231,0.34765625,57424.064345410006,500.0
264,0.01914185,39424,157696,7.5350223,-0.14140105247497559,0.00013732443,879.0809137821198,0.018090304,1232,0.2578125,57424.064345410006,500.0
266,0.03202452,39456,157824,7.542509,-0.009404778480529785,0.0012548746,879.5664570331573,0.008582486,1233,0.2734375,57424.064345410006,500.0
250,0.0184046,39488,157952,7.5424633,-0.18563580513000488,0.00013147898,880.0483820438385,-0.016249506,1234,0.25390625,57424.064345410006,500.0
31,0.04267055,39520,158080,7.5359917,-0.016232967376708984,0.7311433,880.5613164901733,-0.02352452,1235,0.359375,57595.99396318,500.0
267,0.02167443,39552,158208,7.5398874,0.03047555685043335,0.0019058435,884.6370499134064,-0.010837371,1236,0.28710938,57595.99396318,500.0
258,0.018071562,39584,158336,7.543388,0.01562345027923584,0.0010924258,885.116658449173,0.0036485535,1237,0.26171875,57595.99396318,500.0
250,0.050979406,39616,158464,7.540779,0.012449920177459717,0.0006112517,885.6131207942963,0.009652883,1238,0.38085938,57595.99396318,500.0
253,0.06057227,39648,158592,7.5389185,0.01003652811050415,0.0008661172,886.1255083084106,0.031583883,1239,0.38476562,57595.99396318,500.0
263,0.032344412,39680,158720,7.538424,0.05940258502960205,0.0005438328,886.6304607391357,0.0033506127,1240,0.34570312,57595.99396318,500.0
257,0.011748992,39712,158848,7.537631,0.0027460455894470215,0.0007525306,887.1187748908997,0.004693307,1241,0.17578125,57595.99396318,500.0
248,0.032104038,39744,158976,7.5344973,0.0038364529609680176,0.00047931858,887.616533279419,0.03586766,1242,0.35742188,57595.99396318,500.0
249,0.022522956,39776,159104,7.535098,-0.004624485969543457,0.00040959273,888.1326906681061,0.0068059326,1243,0.296875,57595.99396318,500.0
263,0.03381355,39808,159232,7.5390573,0.003512084484100342,0.00026896616,888.6460313796997,0.021204136,1244,0.32226562,57595.99396318,500.0
274,0.026058927,39840,159360,7.538577,0.06814366579055786,0.002068448,889.1319906711578,-0.028294463,1245,0.19921875,57595.99396318,500.0
270,0.013402367,39872,159488,7.5313897,0.015602350234985352,0.00046062234,889.5990958213806,0.0050314013,1246,0.15039062,57595.99396318,500.0
251,0.017678266,39904,159616,7.526836,-0.0009053945541381836,0.0001920058,890.0738933086395,-0.015197967,1247,0.23828125,57595.99396318,500.0
246,0.015498971,39936,159744,7.5259743,0.010528206825256348,0.00027635167,890.5842719078064,-0.001694714,1248,0.20507812,57595.99396318,500.0
252,0.024884831,39968,159872,7.5248046,0.07198196649551392,0.00041390117,891.1045730113983,-0.013285495,1249,0.26953125,57595.99396318,500.0
30,0.022038708,40000,160000,7.523464,-0.00015807151794433594,0.81769186,891.6136467456818,-0.004257095,1250,0.29882812,57796.35497232,500.0
276,0.08304528,40032,160128,7.534196,-0.03838694095611572,0.005741201,895.8277249336243,-0.02505178,1251,0.27539062,57796.35497232,500.0
262,0.04985819,40064,160256,7.546082,-0.0013308525085449219,0.0023938539,896.2908742427826,0.013864976,1252,0.4140625,57796.35497232,500.0
256,0.017181154,40096,160384,7.5453105,-0.0011181831359863281,0.0012049471,896.7788918018341,-0.0038691747,1253,0.27734375,57796.35497232,500.0
262,0.022530569,40128,160512,7.538264,-0.005678415298461914,0.0011815337,897.278840303421,0.021611543,1254,0.25585938,57796.35497232,500.0
256,0.025610177,40160,160640,7.5301027,0.009844005107879639,0.000918111,897.7679617404938,-0.0026886454,1255,0.29296875,57796.35497232,500.0
245,0.052985854,40192,160768,7.52206,0.10800701379776001,0.0009502736,898.2684512138367,0.028314263,1256,0.44726562,57796.35497232,500.0
275,0.025276177,40224,160896,7.5155673,-0.0005812644958496094,0.00081515097,898.7912256717682,-0.0069575347,1257,0.21484375,57796.35497232,500.0
252,0.041665524,40256,161024,7.5110054,0.06029874086380005,0.0006726266,899.2575576305389,0.022816278,1258,0.36328125,57796.35497232,500.0
244,0.025324285,40288,161152,7.5058546,0.060351788997650146,0.0007340476,899.7655024528503,0.0007478036,1259,0.29296875,57796.35497232,500.0
237,0.030078087,40320,161280,7.5035152,0.1549893021583557,0.00077460223,900.2891998291016,-0.019568145,1260,0.29882812,57796.35497232,500.0
253,0.03442275,40352,161408,7.509217,0.24225664138793945,0.00044370766,900.8279683589935,0.0072706137,1261,0.37304688,57796.35497232,500.0
242,0.039350998,40384,161536,7.5162435,-0.012374162673950195,0.00023554472,901.3346040248871,1.5830155e-06,1262,0.421875,57796.35497232,500.0
248,0.022953914,40416,161664,7.516401,0.028637051582336426,0.00033514266,901.8633530139923,-0.0005259742,1263,0.328125,57796.35497232,500.0
263,0.042905495,40448,161792,7.5135055,-0.004796743392944336,0.00028271327,902.3814656734467,-0.015332541,1264,0.390625,57796.35497232,500.0
257,0.028441101,40480,161920,7.50988,-0.14574551582336426,0.00030855666,902.8672211170197,-0.0062288754,1265,0.30664062,57796.35497232,500.0
31,0.10753591,40512,162048,7.5005603,-0.07586109638214111,0.76180613,903.3649725914001,-0.03847239,1266,0.5078125,57927.84921270999,500.0
269,0.03237028,40544,162176,7.4995832,-0.07708907127380371,0.0024541551,907.4184925556183,-0.020953057,1267,0.33203125,57927.84921270999,500.0
277,0.047628343,40576,162304,7.4994965,0.033667683601379395,0.0025275142,907.8939230442047,0.01454702,1268,0.40429688,57927.84921270999,500.0
278,0.0595102,40608,162432,7.5007014,-0.006079435348510742,0.0013220855,908.355783700943,0.021337735,1269,0.45898438,57927.84921270999,500.0
264,0.018146763,40640,162560,7.501838,-0.0264437198638916,0.0012026317,908.8154830932617,0.006739211,1270,0.24804688,57927.84921270999,500.0
263,0.021914776,40672,162688,7.507115,-0.007547616958618164,0.00078110746,909.3001828193665,-0.008106549,1271,0.265625,57927.84921270999,500.0
256,0.015946519,40704,162816,7.507645,0.03375279903411865,0.00057490193,909.786535024643,-0.006668255,1272,0.21484375,57927.84921270999,500.0
260,0.04623597,40736,162944,7.494232,0.00015217065811157227,0.00040712973,910.2871577739716,0.018851457,1273,0.45117188,57927.84921270999,500.0
257,0.035411056,40768,163072,7.4853907,0.09648853540420532,0.00667817,910.7787890434265,-0.014039237,1274,0.34179688,57927.84921270999,500.0
245,0.020706238,40800,163200,7.480093,0.03356575965881348,0.0005309963,911.275881767273,0.0077644256,1275,0.26953125,57927.84921270999,500.0
247,0.020896519,40832,163328,7.477677,-0.022253751754760742,0.0003655441,911.7981035709381,-0.006859052,1276,0.29101562,57927.84921270999,500.0
254,0.03073063,40864,163456,7.474407,-0.18288278579711914,0.00032765116,912.3165647983551,-0.015720272,1277,0.26953125,57927.84921270999,500.0
252,0.029141184,40896,163584,7.471963,-0.04236114025115967,0.00027419426,912.8210959434509,-0.008773398,1278,0.3359375,57927.84921270999,500.0
252,0.06520668,40928,163712,7.4762974,0.030088603496551514,0.0005092097,913.3290820121765,0.039714117,1279,0.4609375,57927.84921270999,500.0
238,0.039186426,40960,163840,7.465869,0.017986714839935303,0.0005705663,913.8380632400513,-0.013225891,1280,0.4375,57927.84921270999,500.0
231,0.026906272,40992,163968,7.452769,0.012767672538757324,0.00027567788,914.3766534328461,-0.0017081206,1281,0.25,57927.84921270999,500.0
31,0.027333936,41024,164096,7.4471025,-0.001786947250366211,0.55883425,914.9307861328125,-0.0052392166,1282,0.23046875,58061.64174988,500.0
264,0.025027985,41056,164224,7.4400425,0.11985087394714355,0.00086270185,918.9605162143707,0.0021477533,1283,0.33007812,58061.64174988,500.0
279,0.03518578,41088,164352,7.440788,0.015204906463623047,0.00078381714,919.444885969162,-0.009904118,1284,0.359375,58061.64174988,500.0
274,0.026371934,41120,164480,7.439369,0.0013477802276611328,0.0006919778,919.9030168056488,0.010523595,1285,0.32421875,58061.64174988,500.0
267,0.03339825,41152,164608,7.4392605,0.06557929515838623,0.000993232,920.3694941997528,-0.006141034,1286,0.34960938,58061.64174988,500.0
262,0.029061437,41184,164736,7.434467,0.0727231502532959,0.00054476864,920.8480246067047,0.003078648,1287,0.31640625,58061.64174988,500.0
254,0.0655982,41216,164864,7.426988,0.006798505783081055,0.0004323595,921.3366506099701,0.018004447,1288,0.49804688,58061.64174988,500.0
273,0.023118678,41248,164992,7.422855,0.02988457679748535,0.00043017417,921.8400542736053,0.00250897,1289,0.27734375,58061.64174988,500.0
268,0.028714448,41280,165120,7.417968,-0.002208232879638672,0.00021697952,922.3095843791962,0.014716851,1290,0.2890625,58061.64174988,500.0
266,0.038848206,41312,165248,7.408177,0.10594910383224487,0.0002035034,922.7867186069489,0.044950422,1291,0.40625,58061.64174988,500.0
250,0.036214814,41344,165376,7.4041104,0.039482951164245605,0.00018905847,923.2669534683228,0.011833331,1292,0.29296875,58061.64174988,500.0
261,0.07661571,41376,165504,7.4045095,0.10523903369903564,0.00020951946,923.7780883312225,0.034207698,1293,0.5078125,58061.64174988,500.0
262,0.029647876,41408,165632,7.4001503,0.02509087324142456,0.00017615774,924.267468214035,0.013867423,1294,0.2734375,58061.64174988,500.0
259,0.015664028,41440,165760,7.3916287,0.06495249271392822,0.0001428436,924.7559485435486,0.0031958548,1295,0.19726562,58061.64174988,500.0
266,0.02597889,41472,165888,7.3871603,-0.14615774154663086,9.533098e-05,925.2493658065796,0.009158412,1296,0.3046875,58061.64174988,500.0
30,0.041424014,41504,166016,7.391051,0.00043278932571411133,0.85117114,925.7295060157776,-0.030649126,1297,0.34570312,58193.33341973,500.0
252,0.07385938,41536,166144,7.3965273,-0.251564621925354,0.0038316976,929.997786283493,-0.03677968,1298,0.296875,58193.33341973,500.0
230,0.020099808,41568,166272,7.3987255,0.00749659538269043,0.0013625218,930.5050942897797,-0.008796256,1299,0.23828125,58193.33341973,500.0
250,0.021570874,41600,166400,7.392805,0.04394865036010742,0.0006420297,931.0615289211273,0.008115379,1300,0.23046875,58193.33341973,500.0
268,0.014345398,41632,166528,7.3807516,0.012365639209747314,0.0009168459,931.5741062164307,-0.007670411,1301,0.20898438,58193.33341973,500.0
253,0.02892741,41664,166656,7.373565,-0.007201671600341797,0.000734926,932.0522861480713,-0.007297217,1302,0.32421875,58193.33341973,500.0
264,0.03783034,41696,166784,7.3684835,0.026093900203704834,0.00048761678,932.559002161026,-0.0035370393,1303,0.34179688,58193.33341973,500.0
268,0.0656977,41728,166912,7.3622193,-0.010009527206420898,0.0005547748,933.0430517196655,0.03584443,1304,0.38867188,58193.33341973,500.0
258,0.030739188,41760,167040,7.361273,0.02134603261947632,0.0003821521,933.5205357074738,0.0148756895,1305,0.36328125,58193.33341973,500.0
270,0.027847987,41792,167168,7.359487,0.02546447515487671,0.00039087585,934.0160748958588,-0.011765038,1306,0.28125,58193.33341973,500.0
255,0.034532387,41824,167296,7.354849,-0.014060735702514648,0.00032740986,934.4896132946014,0.018664695,1307,0.37304688,58193.33341973,500.0
