fps,nupdates,total_timesteps,explained_variance,policy_entropy,value_loss,policy_loss,ep_len_mean,ep_reward_mean
218,9400,1325259,0.9999768953384773,-3.722282648086548,4.0871327655622736e-05,0.07082900404930115,1001.0,65167.20920668999
218,9500,1339359,0.9999866866983211,-3.7465298175811768,1.79278758878354e-05,-0.01005420833826065,1001.0,66433.54375363
218,9600,1353459,0.9999752475578134,-3.741809606552124,3.253508111811243e-05,0.11025071144104004,1001.0,62716.329713899984
218,9700,1367559,0.9999819416570972,-3.7522897720336914,2.9559018003055826e-05,-0.039841294288635254,1001.0,61528.55369863001
218,9800,1381659,0.9999808268803463,-3.7590489387512207,2.3428969143424183e-05,0.028653178364038467,1001.0,59028.85843097
218,9900,1395759,0.99998295397927,-3.7748634815216064,2.6244757464155555e-05,-0.09480975568294525,1001.0,62703.456449620004
218,10000,1409859,0.9999745499062556,-3.8212621212005615,4.6450935769826174e-05,-0.07836370915174484,1001.0,63959.58604734001
218,10100,1423959,0.9999782744052936,-3.8557424545288086,3.538505552569404e-05,-0.08911962807178497,1001.0,64007.080738310004
218,10200,1438059,0.9999944622991279,-3.8778419494628906,5.6762751228234265e-06,0.03662656992673874,1001.0,64041.314395500005
218,10300,1452159,0.9999710160773247,-3.9104299545288086,2.8853770345449448e-05,-0.1056690663099289,1001.0,62684.895506429995
218,10400,1466259,0.9999692061719543,-3.9149816036224365,4.9950529501074925e-05,-0.06227604299783707,1001.0,60156.20002738
218,10500,1480359,0.9999719233419455,-3.952594518661499,4.524135511019267e-05,-0.07319900393486023,1001.0,61486.59357117998
218,10600,1494459,0.9999714259138273,-3.965325117111206,3.654334432212636e-05,-0.03903350234031677,1001.0,59144.51133563999
218,10700,1508559,0.9999678361236874,-4.029807090759277,4.0128856198862195e-05,0.09302973747253418,1001.0,59203.11675329
218,10800,1522659,0.999980718954248,-4.061374187469482,2.2105228708824143e-05,-0.06065141409635544,1001.0,56647.49666564
218,10900,1536759,0.9999737651542091,-4.098094463348389,4.2426734580658376e-05,0.07342380285263062,1001.0,59075.74162713
218,11000,1550859,0.9999715688518336,-4.102103233337402,5.3731091611552984e-05,0.11714901030063629,1001.0,61607.864989010006
219,11100,1564959,0.9999695313235861,-4.103783130645752,5.945541852270253e-05,0.05051076039671898,1001.0,66762.6871496
219,11200,1579059,0.9999846111277293,-4.150988578796387,2.9054715923848562e-05,0.08732199668884277,1001.0,69352.56612623
219,11300,1593159,-0.18405437469482422,-4.1817779541015625,2.3842523660277948e-05,-0.09324716776609421,1001.0,70586.66226634
219,11400,1607259,0.9999854752868487,-4.243132591247559,2.2733906007488258e-05,0.05578562617301941,1001.0,74287.54311235
219,11500,1621359,0.9999923467657936,-4.255719184875488,1.1813560377049726e-05,0.11058218777179718,1001.0,79378.98647007001
219,11600,1635459,0.9999852567198104,-4.256245136260986,1.583827361173462e-05,0.20372667908668518,1001.0,75715.61885581001
219,11700,1649559,0.9999847498311283,-4.278460502624512,2.8125488825025968e-05,-0.1597507894039154,1001.0,70786.41394361999
219,11800,1663659,0.9999807288531883,-4.287590026855469,3.653693420346826e-05,0.11248630285263062,1001.0,70807.83398375001
219,11900,1677759,0.999988574550116,-4.311001300811768,1.350927686871728e-05,0.09796164929866791,1001.0,73302.85606692001
219,12000,1691859,0.9999869318799028,-4.339652061462402,2.4593215130153112e-05,0.06224275380373001,1001.0,71958.75292904001
219,12100,1705959,0.999978828640451,-4.343132019042969,3.1601117370883e-05,-0.008487608283758163,1001.0,66984.73270219998
219,12200,1720059,0.9999865569543545,-4.339968681335449,1.8961631212732755e-05,0.10048701614141464,1001.0,64456.12983317
219,12300,1734159,0.9999880704226598,-4.374653339385986,1.6944522940320894e-05,0.07321194559335709,1001.0,68229.47719637
219,12400,1748259,0.999990704593074,-4.3932881355285645,1.5822573914192617e-05,0.10632964968681335,1001.0,69361.93089596
219,12500,1762359,0.9999962782319471,-4.404295921325684,4.574678769131424e-06,-0.14298836886882782,1001.0,64312.136423799995
219,12600,1776459,0.9999922314418654,-4.425510883331299,1.2036499356327113e-05,-0.08045448362827301,1001.0,61820.61253790001
219,12700,1790559,0.9999908913823674,-4.439023494720459,1.7108055544667877e-05,0.07160207629203796,1001.0,59394.22945713999
219,12800,1804659,0.9999856601725696,-4.47483491897583,1.8506614651414566e-05,0.03445495665073395,1001.0,58065.403671349995
219,12900,1818759,0.9999913135989118,-4.500763416290283,1.3405252502707299e-05,0.021097807213664055,1001.0,59378.492282390005
219,13000,1832859,0.9999855460455365,-4.520802021026611,2.376794691372197e-05,0.06278513371944427,1001.0,58130.129234110005
219,13100,1846959,0.9999903745974734,-4.531951427459717,1.1710978469636757e-05,-0.08600729703903198,1001.0,60788.592991670004
219,13200,1861059,0.9999866935522732,-4.535000801086426,2.0810710338992067e-05,0.140804260969162,1001.0,65829.17705689
219,13300,1875159,0.9999892676605668,-4.528071880340576,1.6636715372442268e-05,-0.11896557360887527,1001.0,65708.61545087
220,13400,1889259,0.99998859533207,-4.550205707550049,1.7027929061441682e-05,-0.06020398065447807,1001.0,66885.66970409
220,13500,1903359,0.9999855204077903,-4.566460609436035,2.4127621145453304e-05,0.059726595878601074,1001.0,68202.95421884999
220,13600,1917459,0.9999888160728005,-4.592368125915527,1.2874249478045385e-05,-0.10789430141448975,1001.0,70665.96474411999
220,13700,1931559,0.9999883869204496,-4.597733020782471,1.7480813767178915e-05,-0.16310672461986542,1001.0,65559.22378115001
220,13800,1945659,0.9999902263380136,-4.614747047424316,1.3355575902096462e-05,0.10879257321357727,1001.0,65517.92541929
220,13900,1959759,0.9999883286245677,-4.631529808044434,1.7802880392991938e-05,-0.06395957618951797,1001.0,64252.58752533
220,14000,1973859,0.9999805037914484,-4.6412177085876465,3.268482396379113e-05,-0.01031675934791565,1001.0,64292.361584020015
220,14100,1987959,0.9999757290552225,-4.645665645599365,4.5770582801196724e-05,-0.01725822314620018,1001.0,69415.40427292998
220,14200,2002059,0.9999762612624181,-4.647666931152344,4.02415098506026e-05,0.01018473505973816,1001.0,68129.93814371999
