time_elapsed,policy_entropy,policy_loss,total_timesteps,n_updates,fps,explained_variance,clipfrac,approxkl,value_loss,serial_timesteps,ep_reward_mean,ep_len_mean
107.16389155387878,9.492984,-0.020803422,19200,150,233,-0.039842963218688965,0.375,0.036049966,0.0043876497,4800,2870.2671747222225,500.0
107.71374201774597,9.487691,-0.035121836,19328,151,236,-0.09447753429412842,0.37304688,0.037123643,0.00074698165,4832,2870.2671747222225,500.0
108.25604796409607,9.474863,-0.01841463,19456,152,223,0.02120572328567505,0.29296875,0.032369155,0.0026808612,4864,2870.2671747222225,500.0
108.83017706871033,9.4794445,-0.023784887,19584,153,216,0.011091411113739014,0.32226562,0.024010293,0.0017386707,4896,2870.2671747222225,500.0
109.42252016067505,9.474226,-0.02280138,19712,154,231,-0.10077917575836182,0.30273438,0.021989644,0.0009378071,4928,2870.2671747222225,500.0
109.97626852989197,9.468845,-0.019610574,19840,155,219,0.050696730613708496,0.26953125,0.024206959,0.022573506,4960,2870.2671747222225,500.0
110.56086421012878,9.472215,-0.01643344,19968,156,218,0.021117746829986572,0.3203125,0.03578919,0.017168373,4992,2870.2671747222225,500.0
111.14810180664062,9.461575,-0.0095377,20096,157,32,-0.03544902801513672,0.16015625,0.011290381,0.8223973,5024,3174.0458468750003,500.0
115.11435914039612,9.452134,-0.01859129,20224,158,234,-0.05208480358123779,0.30078125,0.023460342,0.004425851,5056,3174.0458468750003,500.0
115.65968775749207,9.446,0.003988439,20352,159,217,0.008492708206176758,0.31640625,0.026774256,0.016585486,5088,3174.0458468750003,500.0
116.25018048286438,9.437056,-0.015246347,20480,160,218,0.024050414562225342,0.15234375,0.011880916,0.014336271,5120,3174.0458468750003,500.0
116.83727622032166,9.433613,-0.00961738,20608,161,220,0.020830869674682617,0.296875,0.024805546,0.008728414,5152,3174.0458468750003,500.0
117.41708970069885,9.420385,-0.012470305,20736,162,210,0.046968042850494385,0.38671875,0.032503933,0.017838592,5184,3174.0458468750003,500.0
118.02634525299072,9.406525,-0.004804317,20864,163,222,-0.0037266016006469727,0.18359375,0.012912798,0.009063005,5216,3174.0458468750003,500.0
118.60285019874573,9.395964,-0.02620857,20992,164,228,-0.046358346939086914,0.25585938,0.01826882,0.0047700657,5248,3174.0458468750003,500.0
119.16447901725769,9.398374,-0.022775628,21120,165,218,0.0637243390083313,0.296875,0.022677649,0.0052454383,5280,3174.0458468750003,500.0
