policy_entropy,explained_variance,value_loss,fps,policy_loss,total_timesteps,nupdates,ep_len_mean,ep_reward_mean
2.9466323852539062,0.9038880616426468,0.000881687446963042,220,-0.10543213784694672,380559,2700,1001.0,13313.7709847
2.9044787883758545,0.916944608092308,0.0008713598945178092,220,-0.012683147564530373,394659,2800,1001.0,13337.418025310002
2.905012845993042,0.9494559466838837,0.0008361111395061016,220,-0.10096661746501923,408759,2900,1001.0,13358.245000719997
2.8628697395324707,0.9256267473101616,0.0008955085650086403,220,-0.2131367176771164,422859,3000,1001.0,13349.710853520002
2.80877423286438,0.9120401814579964,0.0006992755807004869,220,-0.1952146291732788,436959,3100,1001.0,13351.098954919999
2.7480809688568115,0.8780253678560257,0.0007905085803940892,220,-0.23241031169891357,451059,3200,1001.0,13349.251038469998
2.7504336833953857,0.9178649187088013,0.0005247211083769798,220,-0.0925678014755249,465159,3300,1001.0,13351.079384079996
2.7117388248443604,0.5920022428035736,0.0010808786610141397,220,-0.15211233496665955,479259,3400,1001.0,13361.96963861
2.6736767292022705,0.9575147368013859,0.0003945334174204618,220,-0.09278003126382828,493359,3500,1001.0,13367.307762350003
2.642594575881958,0.9184299260377884,0.0007251746137626469,220,-0.17277279496192932,507459,3600,1001.0,13361.220601740002
2.6118838787078857,0.9080011770129204,0.0008351297001354396,220,-0.0697094202041626,521559,3700,1001.0,13372.69503293
2.5938799381256104,0.9075198322534561,0.000919655489269644,220,0.12184654921293259,535659,3800,1001.0,13386.015818700002
2.5887179374694824,0.9080486968159676,0.000771131191868335,220,-0.1435181051492691,549759,3900,1001.0,13390.98359335
2.5641086101531982,0.8868370875716209,0.0007014841539785266,220,-0.11520802229642868,563859,4000,1001.0,13397.371527570001
2.5475094318389893,0.9381276555359364,0.0006203085067681968,220,0.03230705112218857,577959,4100,1001.0,13405.33110656
2.5238711833953857,0.8863541558384895,0.000639023375697434,220,-0.25371643900871277,592059,4200,1001.0,13412.173679969997
2.5131630897521973,0.8626885414123535,0.0010330213699489832,220,-0.10520432889461517,606159,4300,1001.0,13423.969485720001
2.4922444820404053,0.8469638824462891,0.0008496222435496747,220,-0.09157375991344452,620259,4400,1001.0,13426.01117507
2.4900460243225098,0.9395176768302917,0.0007252565119415522,220,-0.06907181441783905,634359,4500,1001.0,13425.14051677
2.497382640838623,0.8512807488441467,0.0009345838916487992,220,-0.006791466847062111,648459,4600,1001.0,13442.153414069999
2.4775540828704834,0.9431160427629948,0.0004521195369306952,220,-0.20550771057605743,662559,4700,1001.0,13443.977241499997
2.449916362762451,0.930203028023243,0.0007306918851099908,220,-0.23618866503238678,676659,4800,1001.0,13442.958510079998
2.4319989681243896,0.9170856773853302,0.0008357025217264891,220,0.10526098310947418,690759,4900,1001.0,13454.4145322
2.449974298477173,0.9396563023328781,0.0007131017628125846,221,0.055655017495155334,704859,5000,1001.0,13455.08118739
2.429931879043579,0.949649378657341,0.0005440993700176477,221,-0.04794437810778618,718959,5100,1001.0,13463.320562410001
2.3904507160186768,0.9173875078558922,0.0007406456861644983,221,-0.025720955803990364,733059,5200,1001.0,13458.715463599998
2.371232748031616,0.929338812828064,0.0005252957344055176,221,-0.11231138557195663,747159,5300,1001.0,13441.153247720002
2.3634486198425293,0.9444505162537098,0.000540527980774641,221,-0.12160477787256241,761259,5400,1001.0,13435.52220903
2.3511223793029785,0.9183152541518211,0.0009010753710754216,221,-0.04440276697278023,775359,5500,1001.0,13420.392893749999
2.3324873447418213,0.9600553438067436,0.0003926234785467386,221,-0.07468739151954651,789459,5600,1001.0,13408.781474009998
2.320847749710083,0.9087943658232689,0.0007095520850270987,221,-0.12781740725040436,803559,5700,1001.0,13411.483175400002
2.3103091716766357,0.9374359995126724,0.0005129245691932738,221,0.01602262258529663,817659,5800,1001.0,13401.60017846
2.2887072563171387,0.9178184047341347,0.0009661445510573685,221,-0.0029374584555625916,831759,5900,1001.0,13395.08440426
2.2810590267181396,0.9590034261345863,0.0005481678526848555,221,-0.14635920524597168,845859,6000,1001.0,13399.899393379997
2.261564016342163,0.8765730410814285,0.0007368253427557647,221,0.018374105915427208,859959,6100,1001.0,13402.618532579998
2.234994649887085,0.9522491917014122,0.0005456122453324497,221,0.026832066476345062,874059,6200,1001.0,13406.651443120003
2.2178690433502197,0.9306102618575096,0.00036317898775450885,221,0.09971854835748672,888159,6300,1001.0,13411.820891650003
2.168639898300171,0.7240530848503113,0.0007301495061255991,222,-0.15202653408050537,902259,6400,1001.0,13406.771006830002
2.1330630779266357,0.8769235014915466,0.0005093789077363908,222,-0.09663700312376022,916359,6500,1001.0,13415.330267329999
2.1441540718078613,0.9187980815768242,0.0005033334600739181,222,0.08631259948015213,930459,6600,1001.0,13429.397979739997
2.1293909549713135,0.8721315860748291,0.0006798080867156386,222,0.011500898748636246,944559,6700,1001.0,13448.64572077
2.1033663749694824,0.9340896382927895,0.0005119667039252818,222,-0.11547403037548065,958659,6800,1001.0,13454.818797709997
2.0889432430267334,0.9188530668616295,0.00032499447115696967,222,-0.0077834902331233025,972759,6900,1001.0,13466.65751325
2.08078932762146,0.9303082227706909,0.0006166549283079803,222,-0.014749860391020775,986859,7000,1001.0,13462.97289014
2.075873851776123,0.9333146214485168,0.0007742478628642857,222,-0.08685359358787537,1000959,7100,1001.0,13470.432917950002
