policy_entropy,explained_variance,total_timesteps,nupdates,policy_loss,value_loss,fps,ep_reward_mean,ep_len_mean
10.464265823364258,0.0,1564959,11100,0.05775564908981323,96901.5,271,21226.850575050004,1000.0
10.46635627746582,-1.1920928955078125e-07,1579059,11200,-0.21664516627788544,55634.3125,271,21340.72854141,1000.0
10.468064308166504,0.0,1593159,11300,-0.10704662650823593,152842.46875,271,21414.95415765,1000.0
10.468968391418457,0.0,1607259,11400,-0.10767045617103577,47507.625,271,21812.3754101,1000.0
10.469709396362305,5.960464477539063e-08,1621359,11500,-0.004258379340171814,66993.5625,272,22387.711486919998,1000.0
10.470449447631836,1.7881393432617188e-07,1635459,11600,-0.06316385418176651,33011.22265625,272,22660.13810519,1000.0
10.471206665039062,-1.1920928955078125e-07,1649559,11700,0.04605787247419357,119557.1328125,272,23115.72609029,1000.0
10.473372459411621,1.1920928955078125e-07,1663659,11800,0.031413882970809937,63782.37109375,272,23194.696914999997,1000.0
10.475062370300293,1.7881393432617188e-07,1677759,11900,0.1034964919090271,44609.46875,272,23693.35541219,1000.0
10.476394653320312,1.1920928955078125e-07,1691859,12000,-0.11817923188209534,41767.984375,272,24279.4183948,1000.0
10.479024887084961,-1.1920928955078125e-07,1705959,12100,-0.07718662172555923,61574.515625,272,24404.363907879997,1000.0
10.478912353515625,5.960464477539063e-08,1720059,12200,0.07450085878372192,95499.046875,272,24548.589845449995,1000.0
10.48005485534668,0.0,1734159,12300,-0.11078272759914398,67650.84375,272,24465.020395300002,1000.0
10.48155403137207,5.960464477539063e-08,1748259,12400,0.008400894701480865,75580.265625,273,24738.680510099995,1000.0
10.482345581054688,0.0,1762359,12500,0.2642311453819275,144305.078125,273,25181.62023467,1000.0
10.483393669128418,0.0,1776459,12600,-0.09137521684169769,163181.75,273,25496.040387240002,1000.0
10.48310375213623,4.76837158203125e-07,1790559,12700,-0.015220113098621368,62295.9140625,273,25903.76267826,1000.0
10.484220504760742,0.0,1804659,12800,-0.1028333529829979,38554.140625,273,26490.738990659996,1000.0
10.484891891479492,0.0,1818759,12900,-0.0169747993350029,102964.5390625,273,26802.34111809,1000.0
10.486298561096191,-1.1920928955078125e-07,1832859,13000,0.017381884157657623,59764.265625,273,27214.997825490005,1000.0
10.486405372619629,0.0,1846959,13100,-0.11321668326854706,122732.8828125,273,27504.9730556,1000.0
10.486574172973633,1.7881393432617188e-07,1861059,13200,-0.2716560363769531,184125.140625,273,27908.433076999998,1000.0
10.486603736877441,-1.1920928955078125e-07,1875159,13300,-0.16753984987735748,65097.78515625,273,28126.84348506,1000.0
10.487289428710938,0.0,1889259,13400,-0.19075018167495728,47183.70703125,273,28278.05515074001,1000.0
10.489013671875,0.0,1903359,13500,-0.20417249202728271,89891.671875,274,28374.48364016,1000.0
10.490243911743164,0.0,1917459,13600,0.057658545672893524,112838.8203125,274,28565.98417221,1000.0
10.491990089416504,-1.1920928955078125e-07,1931559,13700,-0.2937241792678833,89927.2890625,274,28476.09832484,1000.0
10.49162483215332,-1.1920928955078125e-07,1945659,13800,0.022278591990470886,95300.2109375,274,28866.688011730002,1000.0
10.492141723632812,0.0,1959759,13900,-0.11148081719875336,68830.296875,274,29186.36965701,1000.0
10.492396354675293,0.0,1973859,14000,-0.18365076184272766,203862.65625,274,29356.341852339996,1000.0
10.492258071899414,0.0,1987959,14100,0.10997427999973297,54618.6171875,274,29309.1318122,1000.0
10.493388175964355,-1.1920928955078125e-07,2002059,14200,-0.1415645182132721,68995.671875,274,29667.234036790003,1000.0
