explained_variance,policy_loss,policy_entropy,value_loss,fps,nupdates,total_timesteps,ep_reward_mean,ep_len_mean
-0.16924715042114258,0.15097707509994507,3.599391460418701,0.0008029957534745336,112,2000,161919,12789.05698253,1001.0
-0.15844213962554932,-0.2837764620780945,3.556262969970703,0.0016338273417204618,112,2100,170019,12884.20465189,1001.0
0.9135186448693275,-0.12170334160327911,3.462207794189453,0.001052789157256484,112,2200,178119,12940.290065080002,1001.0
-0.2213129997253418,-0.03229018673300743,3.3977761268615723,0.000499047280754894,112,2300,186219,12989.034281979999,1001.0
0.9316657930612564,-0.1233944296836853,3.3646512031555176,0.0008825992117635906,111,2400,194319,13028.582026129998,1001.0
0.8565588295459747,-0.33520492911338806,3.3275985717773438,0.0010237734531983733,111,2500,202419,13057.562871189999,1001.0
0.8014228194952011,-0.3359714150428772,3.2784361839294434,0.0016794487601146102,111,2600,210519,13077.345498290002,1001.0
0.9305233061313629,0.11232784390449524,3.257519245147705,0.001404622453264892,111,2700,218619,13102.003811659999,1001.0
0.9302908778190613,-0.28163301944732666,3.251582622528076,0.0010194058995693922,111,2800,226719,13121.201760599999,1001.0
0.9186584874987602,0.014988694339990616,3.2077012062072754,0.001149031682871282,111,2900,234819,13126.66442423,1001.0
0.8658139258623123,-0.171028271317482,3.1975257396698,0.0019797026179730892,110,3000,242919,13145.897493989998,1001.0
0.9349610731005669,0.08147493004798889,3.1718080043792725,0.0010392174590379,110,3100,251019,13174.014299350001,1001.0
0.9499514885246754,-0.3374788165092468,3.154815435409546,0.001264836173504591,110,3200,259119,13179.660097459999,1001.0
0.9303485676646233,-0.24787740409374237,3.1024415493011475,0.000634807744063437,110,3300,267219,13181.082879029998,1001.0
0.9568775296211243,-0.21107885241508484,3.0672919750213623,0.0005314601003192365,110,3400,275319,13204.77364879,1001.0
0.943662453442812,-0.03252734616398811,3.0617446899414062,0.0013047702377662063,110,3500,283419,13213.588748639999,1001.0
-0.039609551429748535,0.04360778629779816,3.034203052520752,0.0009382680291309953,110,3600,291519,13215.624416120001,1001.0
0.9023119732737541,0.06088864430785179,3.0307424068450928,0.0013209499884396791,110,3700,299619,13228.03232308,1001.0
0.891851969063282,0.16841529309749603,3.0234525203704834,0.0015543431509286165,110,3800,307719,13244.17861599,1001.0
0.8995194584131241,-0.316495805978775,3.026864528656006,0.0014566713944077492,110,3900,315819,13269.552312659996,1001.0
0.9342442899942398,-0.008430033922195435,2.9976613521575928,0.001051252824254334,109,4000,323919,13277.92135949,1001.0
0.8621997535228729,0.17765648663043976,2.9515225887298584,0.0013990665320307016,109,4100,332019,13286.778908769997,1001.0
0.9516632780432701,-0.15752166509628296,2.9595723152160645,0.0011046453146263957,109,4200,340119,13295.7958496,1001.0
0.915205217897892,-0.0020575877279043198,2.9602205753326416,0.0005541519494727254,109,4300,348219,13303.03413386,1001.0
0.5327394604682922,-0.2895471751689911,2.9353184700012207,0.0012236584443598986,109,4400,356319,13310.409948679999,1001.0
0.9461595639586449,0.030531231313943863,2.8781208992004395,0.0008353248122148216,109,4500,364419,13314.506636900001,1001.0
-0.05888164043426514,-0.17488600313663483,2.8430118560791016,0.00033432416967116296,109,4600,372519,13320.584019529999,1001.0
0.9484922140836716,0.007193313911557198,2.8186416625976562,0.0005501607083715498,109,4700,380619,13323.951793189999,1001.0
0.9182043448090553,-0.3030130863189697,2.784376382827759,0.0013862568885087967,109,4800,388719,13327.90344432,1001.0
0.9400622732937336,0.0561676099896431,2.7492334842681885,0.0009581436170265079,109,4900,396819,13335.64750979,1001.0
0.9275909513235092,-0.08191745728254318,2.7277815341949463,0.0009762405534274876,109,5000,404919,13339.00998154,1001.0
0.9138240143656731,0.0445881262421608,2.710191249847412,0.0010260342387482524,109,5100,413019,13338.249968009999,1001.0
0.8987770602107048,-0.033431220799684525,2.6854279041290283,0.0013293314259499311,109,5200,421119,13331.955308300003,1001.0
0.875677689909935,0.07779542356729507,2.6167891025543213,0.0011979412520304322,109,5300,429219,13328.602212239997,1001.0
0.9584405682981014,-0.01433093473315239,2.5861012935638428,0.0005896287620998919,109,5400,437319,13337.797098339996,1001.0
0.8931269869208336,0.06919566541910172,2.585379123687744,0.0015448250342160463,109,5500,445419,13334.84825267,1001.0
0.9397406727075577,-0.17867785692214966,2.5699877738952637,0.0008237729780375957,109,5600,453519,13324.350260219997,1001.0
0.910598635673523,-0.02247140184044838,2.541799306869507,0.001189991133287549,109,5700,461619,13330.30271848,1001.0
0.9526406489312649,-0.24014969170093536,2.5389182567596436,0.0008421180536970496,109,5800,469719,13333.67902951,1001.0
0.9370766431093216,0.10356183350086212,2.5299789905548096,0.00105567486025393,109,5900,477819,13328.81477007,1001.0
0.9467364586889744,0.16420340538024902,2.562793493270874,0.0009108284721150994,109,6000,485919,13328.683841240001,1001.0
0.9028366431593895,-0.008900132030248642,2.564901113510132,0.000729466206394136,109,6100,494019,13338.262234770003,1001.0
0.9316056296229362,0.026449503377079964,2.5412654876708984,0.0008683422347530723,109,6200,502119,13329.99760708,1001.0
