policy_entropy,fps,value_loss,explained_variance,nupdates,total_timesteps,policy_loss,ep_reward_mean,ep_len_mean
7.17749547958374,223,5.638298034667969,0.003195643424987793,3700,299619,0.005530126392841339,123608.06725852,1000.0
7.173850059509277,222,5.540434837341309,0.006347537040710449,3800,307719,-0.07984322309494019,123668.34918466,1000.0
7.134524345397949,222,5.631356239318848,0.061745285987854004,3900,315819,-0.6281201839447021,123681.23949973,1000.0
7.128537178039551,222,5.554261207580566,-0.00701451301574707,4000,323919,-0.17056682705879211,123751.45286784999,1000.0
7.147700309753418,222,5.571422576904297,-0.0045986175537109375,4100,332019,-0.09184920787811279,123808.78306331999,1000.0
7.1108503341674805,222,5.466935157775879,-0.012648582458496094,4200,340119,0.38248056173324585,123628.96496365,1000.0
7.079258918762207,223,5.472221374511719,-0.015369772911071777,4300,348219,-0.07746508717536926,123703.8720556,1000.0
7.069260597229004,223,5.484395980834961,-0.000664830207824707,4400,356319,0.0677330270409584,123706.62927969999,1000.0
7.0366106033325195,223,5.517308235168457,0.001022636890411377,4500,364419,0.09195149689912796,123761.64915393,1000.0
7.0484819412231445,223,5.529215335845947,-0.0050165653228759766,4600,372519,-0.029812920838594437,123865.53196120002,1000.0
7.045228004455566,223,5.5858473777771,-0.011401891708374023,4700,380619,-0.08742658793926239,123945.46048559001,1000.0
6.981097221374512,223,5.670661926269531,-0.0038336515426635742,4800,388719,-0.01749464124441147,124006.75583731997,1000.0
6.988425254821777,223,5.6595778465271,0.010048210620880127,4900,396819,-0.14208757877349854,124047.96534609998,1000.0
6.961826324462891,224,5.631577491760254,0.00652623176574707,5000,404919,-0.16003471612930298,124160.83898119001,1000.0
7.007691383361816,224,5.709434986114502,0.02342599630355835,5100,413019,-0.1924232840538025,124347.58166016999,1000.0
6.974177360534668,224,5.692397117614746,-0.005046725273132324,5200,421119,0.2789384126663208,124384.07999281,1000.0
6.950359344482422,224,5.667724132537842,-0.013149738311767578,5300,429219,-0.27792197465896606,124387.16297539002,1000.0
6.962737083435059,224,5.606431007385254,-0.002025604248046875,5400,437319,-0.13406847417354584,124380.98017135,1000.0
6.967116355895996,224,5.702150821685791,-0.006828188896179199,5500,445419,-0.10033650696277618,124507.56066250999,1000.0
6.982592582702637,224,5.674583435058594,-0.0014202594757080078,5600,453519,0.0580604150891304,124385.29158806,1000.0
6.994935035705566,224,5.666111946105957,0.015706121921539307,5700,461619,-0.2127343714237213,124282.80603386,1000.0
6.95468807220459,225,5.725557804107666,0.002400815486907959,5800,469719,-0.04779480770230293,124184.54492700001,1000.0
6.962964057922363,225,5.657038688659668,0.004969477653503418,5900,477819,-0.15838226675987244,124131.84957369998,1000.0
7.000180244445801,225,5.723699569702148,-0.009879589080810547,6000,485919,-0.21123945713043213,124090.40970623001,1000.0
7.046927452087402,225,5.7223219871521,0.014627933502197266,6100,494019,-0.16654786467552185,123993.83842610999,1000.0
7.06380558013916,225,5.8446784019470215,-0.0057517290115356445,6200,502119,0.09186241775751114,124070.76857767998,1000.0
