policy_entropy,total_timesteps,value_loss,fps,explained_variance,nupdates,policy_loss,ep_reward_mean,ep_len_mean
9.934858322143555,866619,0.07460608333349228,254,-24.575021743774414,10700,-0.0202295184135437,224.83208928,1000.0
9.934860229492188,874719,0.08869410306215286,254,-12.010920524597168,10800,0.05578584223985672,225.12914598999998,1000.0
9.934865951538086,882819,0.07665233314037323,254,-40.96601104736328,10900,-0.1855468899011612,222.51020822,1000.0
9.934865951538086,890919,0.1382734626531601,254,-3.4207983016967773,11000,-0.21214619278907776,226.45056585999995,1000.0
9.934868812561035,899019,0.08865860849618912,254,-198188.046875,11100,0.007852748036384583,225.12061436000005,1000.0
9.93487548828125,907119,1.4923464059829712,254,0.02271372079849243,11200,0.059431493282318115,220.05455338,1000.0
9.934881210327148,915219,0.08205465227365494,254,-53.13417434692383,11300,-0.1360596865415573,222.89046001000003,1000.0
9.934884071350098,923319,0.1351603865623474,254,-95.02254486083984,11400,-0.17822185158729553,220.17101905000004,1000.0
9.934889793395996,931419,0.19738352298736572,254,0.19138669967651367,11500,-0.4590999484062195,224.57677995999998,1000.0
9.934891700744629,939519,0.08990652859210968,254,-2.687337636947632,11600,-0.09348994493484497,237.54492325000004,1000.0
9.934891700744629,947619,0.10462647676467896,254,-133.11585998535156,11700,-0.4484021067619324,234.15816673,1000.0
9.934896469116211,955719,0.0942452996969223,254,-192.1560821533203,11800,-0.21386578679084778,241.91657776999998,1000.0
9.934896469116211,963819,0.11515090614557266,253,-3.054314136505127,11900,-0.12824712693691254,238.22615560999998,1000.0
9.934898376464844,971919,0.0677732601761818,253,-76630.1640625,12000,0.03426622599363327,230.87138933999995,1000.0
9.93489933013916,980019,0.11871463060379028,254,-48.714717864990234,12100,-0.3294648826122284,230.94574671000007,1000.0
9.93489933013916,988119,0.1999976933002472,254,-0.9219775199890137,12200,0.06806105375289917,235.62494675,1000.0
9.93489933013916,996219,0.11086410284042358,254,-10.088741302490234,12300,0.036060646176338196,230.83662636999998,1000.0
9.93489933013916,1004319,0.12103088200092316,254,-127.36631774902344,12400,-0.6019178628921509,233.01038174,1000.0
9.934900283813477,1012419,0.06909816712141037,254,-18.429702758789062,12500,-0.12933699786663055,230.38700456000007,1000.0
