value_loss,nupdates,policy_entropy,fps,total_timesteps,explained_variance,ep_reward_mean,ep_len_mean
0.0017149528721347451,11800,30.686460494995117,182,413000,0.3312069773674011,1529.6863567000003,300.0
0.0016851617256179452,11900,30.876596450805664,182,416500,-0.13460874557495117,1482.5563942400001,300.0
2.0841920375823975,12000,31.09811019897461,182,420000,0.14550381898880005,1445.60332484,300.0
0.004015250597149134,12100,31.31470489501953,182,423500,-3.330601215362549,1419.8728070799998,300.0
0.00336843216791749,12200,31.513933181762695,182,427000,-0.2016810178756714,1366.10398842,300.0
1.654089093208313,12300,31.73031234741211,182,430500,-0.532334566116333,1334.3662808600002,300.0
0.0021447890903800726,12400,31.951364517211914,182,434000,0.20637863874435425,1315.9777674299999,300.0
0.0032378672622144222,12500,32.13921356201172,182,437500,-0.02980172634124756,1268.0438980699998,300.0
1.3487472534179688,12600,32.35741424560547,182,441000,-0.14345061779022217,1230.52534359,300.0
0.002469216473400593,12700,32.590843200683594,182,444500,-0.2025899887084961,1218.4691802199998,300.0
0.0026431530714035034,12800,32.80733108520508,182,448000,0.0032662153244018555,1162.0128009500002,300.0
1.5710835456848145,12900,32.9832878112793,182,451500,-0.4070570468902588,1132.25258303,300.0
0.0018363856943324208,13000,33.188148498535156,182,455000,0.40762293338775635,1123.02318828,300.0
0.002093822928145528,13100,33.42038345336914,182,458500,-0.6086300611495972,1094.0997876699998,300.0
1.1899926662445068,13200,33.60028076171875,181,462000,-0.25248849391937256,1070.07626491,300.0
0.0021156768780201674,13300,33.8303337097168,182,465500,0.19456994533538818,1055.57419212,300.0
0.0007186721195466816,13400,34.04469680786133,181,469000,0.622012197971344,1032.2544477200001,300.0
0.993334174156189,13500,34.23186492919922,181,472500,-0.43352997303009033,1012.5993255499999,300.0
0.0020876647904515266,13600,34.47806930541992,181,476000,-2.1737709045410156,992.2080159300001,300.0
0.005349712911993265,13700,34.71725845336914,181,479500,-0.24701285362243652,954.8450066099999,300.0
0.5814569592475891,13800,34.9428596496582,181,483000,-0.49735450744628906,897.0141269,300.0
0.0031627637799829245,13900,35.158260345458984,181,486500,-0.4940774440765381,884.0962907800001,300.0
0.0034578749909996986,14000,35.38627624511719,181,490000,0.27055108547210693,834.3404928200002,300.0
0.5569751858711243,14100,35.61840057373047,181,493500,-0.7446025609970093,799.0689053900002,300.0
0.0021113164257258177,14200,35.907135009765625,181,497000,0.3429268002510071,776.60036954,300.0
