fps,nupdates,explained_variance,policy_entropy,value_loss,total_timesteps,ep_len_mean,ep_reward_mean
232,23000,-7.152557373046875e-07,6.299251556396484,444339.65625,805000,1000.0,91910.71298261
232,23100,3.5762786865234375e-07,6.2922773361206055,94998.234375,808500,1000.0,91910.71298261
232,23200,-7.152557373046875e-07,6.291724681854248,647075.0,812000,1000.0,91210.64941498
232,23300,2.980232238769531e-07,6.288485050201416,137387.09375,815500,1000.0,91210.64941498
232,23400,-2.384185791015625e-07,6.294714450836182,402785.5,819000,1000.0,90041.16070255998
233,23500,5.960464477539063e-08,6.255128383636475,119917.5859375,822500,1000.0,90041.16070255998
233,23600,-2.384185791015625e-07,6.255029201507568,479518.96875,826000,1000.0,92443.55730638
233,23700,2.980232238769531e-07,6.236020565032959,142222.46875,829500,1000.0,92443.55730638
233,23800,4.76837158203125e-07,6.202855110168457,333802.09375,833000,1000.0,93350.63786268
233,23900,1.7881393432617188e-07,6.2038893699646,141182.46875,836500,1000.0,93350.63786268
233,24000,0.0,6.2072296142578125,362840.0625,840000,1000.0,92260.23980849002
233,24100,1.919269561767578e-05,6.1945109367370605,108.5062255859375,843500,1000.0,92260.23980849002
233,24200,8.940696716308594e-07,6.175719738006592,822924.4375,847000,1000.0,89718.69153866003
233,24300,8.940696716308594e-07,6.161222457885742,6025.0947265625,850500,1000.0,89718.69153866003
233,24400,-2.5033950805664062e-06,6.12985897064209,781875.0,854000,1000.0,90253.20895414002
234,24500,-3.5762786865234375e-07,6.121842384338379,141772.296875,857500,1000.0,90253.20895414002
233,24600,-9.5367431640625e-07,6.106564044952393,813623.6875,861000,1000.0,90108.1120668
234,24700,-1.1920928955078125e-07,6.112461566925049,72775.296875,864500,1000.0,90108.1120668
234,24800,0.0,6.079128265380859,390407.53125,868000,1000.0,89097.39112560998
234,24900,-2.384185791015625e-07,6.064432144165039,130288.5859375,871500,1000.0,89097.39112560998
234,25000,-4.76837158203125e-07,6.013901710510254,811427.5625,875000,1000.0,88710.82568502001
234,25100,5.960464477539063e-08,6.018413543701172,138072.875,878500,1000.0,88710.82568502001
234,25200,-4.76837158203125e-07,6.01053524017334,633727.5,882000,1000.0,87328.47960176998
234,25300,5.960464477539063e-08,5.979836463928223,52220.5234375,885500,1000.0,87328.47960176998
234,25400,4.76837158203125e-07,5.954126358032227,559304.8125,889000,1000.0,86954.23778705
235,25500,0.0,5.933378219604492,123987.4453125,892500,1000.0,86954.23778705
