explained_variance,policy_loss,total_timesteps,fps,policy_entropy,value_loss,nupdates,ep_len_mean,ep_reward_mean
0.014829516410827637,-0.1552920937538147,210519,222,8.578780174255371,8.343709945678711,2600,1000.0,55886.372374989995
-0.004067897796630859,0.03709162771701813,218619,222,8.522859573364258,8.110166549682617,2700,1000.0,58170.525373309996
0.027913033962249756,-0.28677627444267273,226719,222,8.42813777923584,8.1137113571167,2800,1000.0,60291.066708620005
0.0035167336463928223,-0.20670859515666962,234819,222,8.328354835510254,8.005396842956543,2900,1000.0,62933.87331589
0.016796529293060303,-0.35945844650268555,242919,222,8.247237205505371,7.971066474914551,3000,1000.0,65505.74574278999
-0.012001872062683105,0.2573992609977722,251019,223,8.155144691467285,8.157022476196289,3100,1000.0,68014.83185531001
0.0005824565887451172,-0.15829969942569733,259119,223,8.072484970092773,8.006257057189941,3200,1000.0,70530.85798119
0.005075812339782715,-0.3441272974014282,267219,223,8.032126426696777,8.284650802612305,3300,1000.0,73051.21316946
0.018634378910064697,0.09700240194797516,275319,223,7.963286399841309,8.308610916137695,3400,1000.0,75698.50912522999
0.023983299732208252,0.08744604140520096,283419,223,7.8740129470825195,8.521021842956543,3500,1000.0,78379.53333954
0.00755155086517334,-0.12756392359733582,291519,223,7.825228214263916,8.479412078857422,3600,1000.0,81376.04763087998
0.0007991194725036621,-0.19538652896881104,299619,223,7.712409019470215,8.447343826293945,3700,1000.0,84088.07339743
0.000990450382232666,-0.1893160343170166,307719,223,7.599297523498535,8.50039005279541,3800,1000.0,86868.61503255999
-0.013965606689453125,0.05914463847875595,315819,223,7.488757133483887,8.724408149719238,3900,1000.0,90344.16014288
-0.010670661926269531,-0.26347994804382324,323919,223,7.343253135681152,8.892751693725586,4000,1000.0,93725.50459474999
0.002884387969970703,0.31604233384132385,332019,223,7.148690223693848,8.906933784484863,4100,1000.0,97106.22089811998
0.004271566867828369,-0.5318964719772339,340119,223,7.024811744689941,8.796762466430664,4200,1000.0,100093.61864161
-0.02423572540283203,-0.21639609336853027,348219,223,6.891217231750488,8.7931489944458,4300,1000.0,103098.27508983001
0.0063658952713012695,-0.1158488541841507,356319,223,6.779091835021973,8.832345962524414,4400,1000.0,106224.22189855
-0.24628019332885742,-0.07932114601135254,364419,223,6.64194393157959,8.6624116897583,4500,1000.0,109029.61983418997
0.00390702486038208,0.2990800440311432,372519,224,6.545828819274902,8.521947860717773,4600,1000.0,111373.80258880001
0.023951590061187744,-0.32670333981513977,380619,224,6.478137016296387,8.481846809387207,4700,1000.0,113660.80331937002
-0.002001166343688965,0.23333612084388733,388719,224,6.388011932373047,8.212515830993652,4800,1000.0,115525.9122484
-0.08728086948394775,0.027348600327968597,396819,224,6.319328784942627,8.181648254394531,4900,1000.0,117206.95259235
-0.009827613830566406,0.27167510986328125,404919,224,6.189294338226318,8.017358779907227,5000,1000.0,118792.84385998
-0.09207868576049805,-0.43821799755096436,413019,224,6.123703479766846,8.006614685058594,5100,1000.0,120049.00385182
-0.00026929378509521484,0.14918799698352814,421119,224,6.017399311065674,7.713316917419434,5200,1000.0,120693.20363751998
0.0042691826820373535,-0.12149359285831451,429219,224,5.956508636474609,7.459151268005371,5300,1000.0,121166.20323029
-0.003878355026245117,-0.05360233411192894,437319,224,5.799271583557129,7.3125786781311035,5400,1000.0,121840.91588691004
-0.0003713369369506836,-0.07260908931493759,445419,225,5.734012126922607,7.221621513366699,5500,1000.0,122201.5145022
-0.000858306884765625,-0.2500861883163452,453519,225,5.67793607711792,7.126451015472412,5600,1000.0,122367.86696456
-0.003364086151123047,-0.13870175182819366,461619,225,5.622527599334717,6.978845119476318,5700,1000.0,122382.73426915
-0.00448155403137207,-0.12223714590072632,469719,225,5.603579998016357,6.864330291748047,5800,1000.0,122455.79901559
-0.00011444091796875,0.011874683201313019,477819,225,5.591248989105225,6.824165344238281,5900,1000.0,122666.34517745
-0.005172610282897949,-0.08219707012176514,485919,225,5.600452423095703,6.770179748535156,6000,1000.0,122718.78010056002
-0.004542708396911621,0.023877494037151337,494019,225,5.598948955535889,6.746923923492432,6100,1000.0,122753.99590535
-0.005447864532470703,-0.16008615493774414,502119,226,5.512322902679443,6.715853214263916,6200,1000.0,122914.70716460003
