value_loss,explained_variance,fps,policy_loss,nupdates,total_timesteps,policy_entropy,ep_reward_mean,ep_len_mean
6.393645286560059,-0.0012580156326293945,246,-0.27306923270225525,5100,413019,5.909255504608154,122521.19320721002,1000.0
6.287277698516846,-0.003102421760559082,247,0.2053104192018509,5200,421119,5.862278938293457,123095.14877959999,1000.0
6.208374977111816,-0.001212000846862793,247,-0.4617713689804077,5300,429219,5.84989070892334,123547.07568509998,1000.0
6.105352878570557,-0.002774834632873535,247,0.10449416935443878,5400,437319,5.831730365753174,123658.83359937997,1000.0
6.024288177490234,0.00040644407272338867,247,0.08072987198829651,5500,445419,5.757829189300537,123773.66007706002,1000.0
5.855062961578369,0.012337863445281982,247,-0.18392038345336914,5600,453519,5.686044216156006,123728.99276044,1000.0
5.760400772094727,0.004211366176605225,247,-0.22462540864944458,5700,461619,5.695086479187012,123727.89722048001,1000.0
5.675694465637207,-0.0021878480911254883,247,0.09587667137384415,5800,469719,5.76633882522583,123710.14398508998,1000.0
5.677313804626465,0.005588412284851074,247,-0.26867586374282837,5900,477819,5.6750264167785645,123661.33370631,1000.0
5.595114231109619,-0.002421855926513672,247,0.023070041090250015,6000,485919,5.668888568878174,123636.94320154,1000.0
5.578784942626953,0.003139495849609375,247,-0.05474225431680679,6100,494019,5.6906046867370605,123697.10598852001,1000.0
5.535529136657715,-0.004823565483093262,248,0.3469413220882416,6200,502119,5.666174411773682,123740.64328374002,1000.0
