nupdates,value_loss,explained_variance,policy_loss,total_timesteps,fps,policy_entropy,ep_reward_mean,ep_len_mean
2900,0.009492358192801476,-0.28691554069519043,0.1075151115655899,95667,176,9.518762588500977,10.557709641304347,1000.0
3000,3.055467128753662,nan,-0.16121646761894226,98967,176,9.486842155456543,10.911189833333333,1000.0
3100,0.008950863964855671,-4.699365139007568,0.0735974907875061,102267,176,9.46562385559082,11.108520454545452,1000.0
3200,0.0005793821765109897,-3.4337148666381836,-0.15100079774856567,105567,177,9.46056079864502,11.389243080000002,1000.0
3300,0.06907156109809875,-0.16616880893707275,0.09580634534358978,108867,178,9.431405067443848,10.84600069,1000.0
3400,0.15252918004989624,-0.0299454927444458,0.559897780418396,112167,178,9.404462814331055,11.60355774,1000.0
3500,4.975561618804932,-0.5897954702377319,0.35996246337890625,115467,178,9.368797302246094,12.71912265,1000.0
3600,0.0063485316932201385,-0.1646963357925415,0.04039743170142174,118767,178,9.332237243652344,13.729537289999998,1000.0
3700,0.02116667479276657,-0.05300247669219971,-0.05073142424225807,122067,179,9.288683891296387,14.703641400000002,1000.0
3800,0.02059711329638958,-0.2769397497177124,-0.49084803462028503,125367,179,9.243976593017578,15.81317193,1000.0
3900,0.43824559450149536,-0.13769924640655518,0.3425915837287903,128667,180,9.212895393371582,16.741621020000004,1000.0
4000,8.911633491516113,-0.16942715644836426,-0.3673345148563385,131967,180,9.1636962890625,17.94765288,1000.0
4100,0.06781657785177231,0.029844224452972412,-0.09205459803342819,135267,180,9.138764381408691,19.045039300000003,1000.0
4200,0.02640347182750702,-0.15620923042297363,-0.04700201004743576,138567,181,9.096758842468262,20.25396862,1000.0
4300,0.028993720188736916,0.024918317794799805,0.2330368310213089,141867,181,9.056108474731445,21.707305269999996,1000.0
4400,0.4422909617424011,0.11795216798782349,-0.40443435311317444,145167,182,9.009544372558594,23.132853960000002,1000.0
4500,16.165285110473633,-0.14250683784484863,-0.7928640842437744,148467,181,8.99543285369873,24.84845464,1000.0
4600,0.03559589385986328,-0.010795235633850098,0.4453060030937195,151767,182,8.948974609375,26.042462,1000.0
4700,0.003022171091288328,-0.6821606159210205,0.4279029071331024,155067,182,8.909040451049805,27.406406370000003,1000.0
4800,0.026101073250174522,0.06957679986953735,-0.4551810324192047,158367,182,8.8633451461792,28.77637179,1000.0
4900,0.006008043885231018,-0.33400070667266846,0.037826649844646454,161667,183,8.824261665344238,30.064601689999996,1000.0
5000,20.993995666503906,-0.07948935031890869,-0.32974323630332947,164967,183,8.764559745788574,31.58713341,1000.0
5100,0.02845601737499237,0.1470630168914795,-0.2680940628051758,168267,183,8.718552589416504,32.61525193,1000.0
5200,0.03200457617640495,0.16882926225662231,0.139872744679451,171567,183,8.665215492248535,33.95121264,1000.0
5300,0.028140651062130928,-0.6116667985916138,-0.10692418366670609,174867,183,8.624310493469238,35.03529561,1000.0
5400,0.34736117720603943,0.0350574254989624,-0.13051001727581024,178167,183,8.592331886291504,36.26475473,1000.0
5500,35.59728240966797,-1.0871119499206543,-0.20131370425224304,181467,183,8.565081596374512,38.585209639999995,1000.0
