fps,nupdates,policy_entropy,explained_variance,total_timesteps,value_loss,ep_reward_mean,ep_len_mean
131,1,12.77044677734375,-0.02031111717224121,20,47.90338897705078,,
1271,100,12.769523620605469,-0.015884041786193848,2000,0.1705683469772339,,
277,200,12.771710395812988,-11.529498100280762,4000,0.19363099336624146,674.36565275,1000.0
378,300,12.771799087524414,0.9064858183264732,6000,0.03469099476933479,674.36565275,1000.0
283,400,12.770557403564453,0.12620675563812256,8000,8.244633674621582,752.6966158749999,1000.0
336,500,12.776487350463867,0.31187599897384644,10000,0.23618915677070618,752.6966158749999,1000.0
284,600,12.781791687011719,0.02976226806640625,12000,10.341375350952148,770.9928240833333,1000.0
320,700,12.776105880737305,0.27855581045150757,14000,12.936360359191895,770.9928240833333,1000.0
285,800,12.747065544128418,-5.538533687591553,16000,21.71090316772461,781.2708259999999,1000.0
312,900,12.769083023071289,0.06440842151641846,18000,4.778252124786377,781.2708259999999,1000.0
285,1000,12.77400016784668,-0.0044678449630737305,20000,51.913475036621094,756.8556450999998,1000.0
306,1100,12.782191276550293,0.9077123701572418,22000,0.040612947195768356,756.8556450999998,1000.0
283,1200,12.782499313354492,0.24104589223861694,24000,93.6779556274414,711.3762375416667,1000.0
301,1300,12.797074317932129,-0.053146958351135254,26000,18.257488250732422,711.3762375416667,1000.0
282,1400,12.796989440917969,0.05017518997192383,28000,380.5013427734375,726.8826343571429,1000.0
297,1500,12.787243843078613,0.9742802493274212,30000,0.2320466935634613,726.8826343571429,1000.0
282,1600,12.7766695022583,0.2558237314224243,32000,495.42608642578125,696.33462859375,1000.0
295,1700,12.8170804977417,0.01917707920074463,34000,1.7509872913360596,696.33462859375,1000.0
281,1800,12.844871520996094,-1.1913435459136963,36000,921.3875732421875,680.1027423055556,1000.0
293,1900,12.83092975616455,0.35489821434020996,38000,0.23464441299438477,680.1027423055556,1000.0
281,2000,12.866973876953125,0.017282307147979736,40000,1346.1217041015625,669.5334904499999,1000.0
291,2100,12.881802558898926,-0.024938106536865234,42000,3.1739420890808105,669.5334904499999,1000.0
280,2200,12.886919975280762,0.0006839632987976074,44000,1575.585693359375,667.0157201590908,1000.0
289,2300,12.907554626464844,0.9161574766039848,46000,0.5977047085762024,667.0157201590908,1000.0
280,2400,12.90654182434082,0.31110405921936035,48000,1780.167724609375,662.9784331666666,1000.0
288,2500,12.906866073608398,-0.021701693534851074,50000,38.047271728515625,662.9784331666666,1000.0
279,2600,12.89161491394043,0.01876091957092285,52000,2543.691650390625,703.3106119230769,1000.0
287,2700,12.867260932922363,0.4809536337852478,54000,2.241225481033325,703.3106119230769,1000.0
279,2800,12.860635757446289,-80.5849609375,56000,1337.146240234375,700.0792089464286,1000.0
286,2900,12.837898254394531,0.7187410593032837,58000,4.016254425048828,700.0792089464286,1000.0
279,3000,12.878227233886719,0.0032423734664916992,60000,3037.229248046875,734.7485262833335,1000.0
286,3100,12.919926643371582,-0.004827260971069336,62000,6.791487693786621,734.7485262833335,1000.0
278,3200,12.905985832214355,0.015130102634429932,64000,4130.24560546875,764.98340721875,1000.0
285,3300,12.930826187133789,0.050030529499053955,66000,1.4888962507247925,764.98340721875,1000.0
278,3400,12.966644287109375,-0.006528496742248535,68000,4127.27978515625,782.0931800147058,1000.0
285,3500,12.975634574890137,-0.012763381004333496,70000,2.3044371604919434,782.0931800147058,1000.0
278,3600,12.965563774108887,-0.044906020164489746,72000,4740.3544921875,790.7754230694445,1000.0
284,3700,12.973605155944824,-0.0523226261138916,74000,1.0208619832992554,790.7754230694445,1000.0
278,3800,13.000849723815918,-0.004057049751281738,76000,5101.2294921875,798.1103534605264,1000.0
284,3900,12.986966133117676,-0.14784705638885498,78000,1.056768774986267,798.1103534605264,1000.0
278,4000,13.016250610351562,0.2533172369003296,80000,6414.4970703125,811.8269504000001,1000.0
