total_timesteps,policy_entropy,fps,value_loss,nupdates,explained_variance,ep_len_mean,ep_reward_mean
589500,39.86991882324219,298,0.0012643529335036874,39300,-0.11450004577636719,1000.0,633.9922662299999
591000,39.985477447509766,297,3797.442138671875,39400,0.0363774299621582,1000.0,634.0226959199999
592500,40.03021240234375,298,0.0021963552571833134,39500,0.5855357050895691,1000.0,634.0226959199999
594000,40.12128829956055,297,3810.708251953125,39600,0.05011802911758423,1000.0,633.9969545900001
595500,40.19982147216797,298,0.003465673653408885,39700,0.13691282272338867,1000.0,633.9969545900001
597000,40.29377746582031,297,3801.606689453125,39800,-0.0005543231964111328,1000.0,633.81875128
598500,40.39424133300781,298,0.005261476617306471,39900,0.4449496269226074,1000.0,633.81875128
600000,40.43950271606445,297,3728.333740234375,40000,-0.06775438785552979,1000.0,633.6970131100001
601500,40.50691604614258,298,0.0030446818564087152,40100,0.24779736995697021,1000.0,633.6970131100001
603000,40.625972747802734,297,3814.66357421875,40200,0.02233588695526123,1000.0,633.7480903500001
604500,40.709678649902344,298,0.0016014092834666371,40300,0.41778236627578735,1000.0,633.7480903500001
606000,40.77962875366211,297,3767.7666015625,40400,0.06423431634902954,1000.0,634.0093328099999
607500,40.873756408691406,298,0.0064392415806651115,40500,0.12319046258926392,1000.0,634.0093328099999
609000,41.009765625,298,3803.987060546875,40600,0.04065519571304321,1000.0,633.99070264
610500,41.07530212402344,298,0.002157850656658411,40700,0.8805748373270035,1000.0,633.99070264
612000,41.16153335571289,298,3865.541748046875,40800,0.004085063934326172,1000.0,634.04099925
613500,41.23116683959961,298,0.0033184506464749575,40900,-0.08901095390319824,1000.0,634.04099925
615000,41.32072448730469,298,3749.033447265625,41000,0.021901249885559082,1000.0,633.7483067
616500,41.39863586425781,298,0.02687174826860428,41100,0.1625019907951355,1000.0,633.7483067
618000,41.46794128417969,298,3753.799560546875,41200,0.034676313400268555,1000.0,633.3354187799999
619500,41.58113098144531,298,0.0015954755945131183,41300,-0.8894695043563843,1000.0,633.3354187799999
621000,41.68553924560547,298,3874.76611328125,41400,0.04821270704269409,1000.0,633.9451364
622500,41.75313949584961,298,0.0038785396609455347,41500,0.37481600046157837,1000.0,633.9451364
624000,41.84367752075195,298,3795.32568359375,41600,0.007003188133239746,1000.0,633.87907165
625500,41.90502166748047,298,0.10074441134929657,41700,-7.491875648498535,1000.0,633.87907165
627000,41.981624603271484,298,3779.266357421875,41800,0.019773364067077637,1000.0,634.03429983
628500,42.07148361206055,298,0.0034252216573804617,41900,-0.6875200271606445,1000.0,634.03429983
630000,42.118709564208984,298,3687.143798828125,42000,0.0003159046173095703,1000.0,633.6652387300002
631500,42.1567497253418,298,0.006072940304875374,42100,0.1195136308670044,1000.0,633.6652387300002
633000,42.23789978027344,298,3795.428955078125,42200,-0.05202960968017578,1000.0,633.4059875700001
