total/epochs,reference_action_std,reference_action_mean,total/steps_per_second,rollout/return,rollout/episodes,reference_actor_Q_mean,total/steps,rollout/actions_mean,reference_actor_Q_std,train/param_noise_distance,rollout/episode_steps,rollout/Q_mean,reference_Q_std,total/duration,reference_Q_mean,rollout/return_history,train/loss_actor,rollout/actions_std,train/loss_critic,total/episodes
1,0.7431062459945679,0.6162737011909485,139.1861605006876,5.95337222778302,120.0,2.988659381866455,119998,0.33570387959480286,0.23201386630535126,0.0,1000.0,1.5547914505004883,0.255145788192749,862.1403131484985,2.918510913848877,6.319673187476991,-3.2233047485351562,0.8834435939788818,0.004617897793650627,120.0
1,0.7162022590637207,0.6767853498458862,138.88714022716098,5.558657743409384,130.0,2.8841047286987305,129998,0.3244026005268097,0.15255723893642426,0.0,1000.0,1.6698777675628662,0.20003049075603485,935.9973845481873,2.861018657684326,6.311346683340174,-3.388313055038452,0.8816153407096863,0.013139192946255207,130.0
1,0.9847317934036255,0.14722929894924164,138.99230565020065,5.216983537532205,140.0,3.379809617996216,139998,0.3169776201248169,0.7563589215278625,0.0,1000.0,1.7439266443252563,0.718260645866394,1007.2356116771698,3.2309961318969727,6.283450754364918,-4.336957931518555,0.8877297043800354,0.044973231852054596,140.0
1,0.924322783946991,0.37587395310401917,138.9725140081542,4.93071151162347,150.0,5.303219795227051,149998,0.3229947090148926,0.8362922072410583,0.0,1000.0,2.0131051540374756,0.9921104907989502,1079.3357310295105,5.222362518310547,6.176715196230857,-5.045057773590088,0.8842790722846985,0.04507105425000191,150.0
1,0.8943387269973755,0.4396718442440033,139.1207978577505,7.259862208069461,160.0,7.046645164489746,159998,0.3279188871383667,1.2320715188980103,0.0,1000.0,2.469636917114258,0.7304686903953552,1150.065284729004,6.671736717224121,9.970278542856848,-7.978476524353027,0.8812568187713623,0.049873534590005875,160.0
1,0.871213972568512,0.4295077919960022,139.4222559992054,9.082458430554311,170.0,8.499902725219727,169998,0.33720827102661133,2.208189010620117,0.0,1000.0,2.935683250427246,2.25946044921875,1219.3031792640686,7.7988200187683105,13.238739227525782,-9.817231178283691,0.8767999410629272,0.08036800473928452,170.0
1,0.8797606229782104,0.40183380246162415,139.44569943994014,10.913855556618982,180.0,9.252408027648926,179998,0.3502053916454315,1.851779818534851,0.0,1000.0,3.4548721313476562,2.1877870559692383,1290.8106935024261,8.521697998046875,16.86242433711773,-10.966221809387207,0.8709239959716797,0.09833125025033951,180.0
1,0.8933537602424622,0.386532723903656,139.49748563439087,12.080020959386792,190.0,10.308988571166992,189998,0.36183103919029236,0.9685589671134949,0.0,1000.0,3.903857946395874,1.7702587842941284,1362.0173807144165,9.172078132629395,18.068955724397824,-11.463248252868652,0.8654634356498718,0.09617559611797333,190.0
1,0.9406020045280457,0.3057546615600586,139.66040133782076,11.853688566376565,200.0,11.197349548339844,199998,0.3675268292427063,0.5579625964164734,0.0,1000.0,4.3014373779296875,1.2866040468215942,1432.030826807022,10.013945579528809,18.140624569779796,-11.651579856872559,0.8649852871894836,0.17250093817710876,200.0
1,0.9145307540893555,0.35361984372138977,139.72769766458853,11.350998913225066,210.0,11.104137420654297,209998,0.37638217210769653,0.7207826972007751,0.0,1000.0,4.64049768447876,1.1011117696762085,1502.9088971614838,10.067184448242188,17.062049609018644,-11.307616233825684,0.8606241345405579,0.14000849425792694,210.0
1,0.7994164228439331,0.5898629426956177,139.7513738258441,11.367156238996651,220.0,10.520162582397461,219998,0.38282081484794617,0.6916126012802124,0.0,1000.0,4.939366340637207,1.0901020765304565,1574.2099270820618,9.695324897766113,17.86369705245301,-10.873876571655273,0.8579227924346924,0.1488446742296219,220.0
1,0.8161133527755737,0.5753458142280579,139.67503878496944,10.876033877838783,230.0,10.192415237426758,229998,0.3846885859966278,0.5161672830581665,0.0,1000.0,5.21997594833374,1.0809942483901978,1646.6650161743164,9.427877426147461,17.788622852597,-10.795147895812988,0.8598329424858093,0.1495855748653412,230.0
1,0.8088245987892151,0.5802595019340515,139.67762229976097,10.425547178286662,240.0,10.000232696533203,239998,0.3866048753261566,0.42571720480918884,0.0,1000.0,5.451342582702637,0.9940367937088013,1718.2279884815216,9.206978797912598,17.7175362753429,-10.44896125793457,0.8616310358047485,0.052450671792030334,240.0
1,0.7942889928817749,0.6012893319129944,139.69654451236255,10.011276007509593,250.0,9.793794631958008,249998,0.3907891511917114,0.23676641285419464,0.0,1000.0,5.64285945892334,0.9133678078651428,1789.578982591629,8.991966247558594,17.632122751338777,-9.975907325744629,0.8605119585990906,0.07908592373132706,250.0
1,0.7172695994377136,0.6581764221191406,139.70184388769303,9.628721326593157,260.0,9.325288772583008,259998,0.39494752883911133,0.22728312015533447,0.0,1000.0,5.800666332244873,0.8785483837127686,1861.0921142101288,8.545979499816895,13.41889591623107,-9.477723121643066,0.8596261143684387,0.08631742745637894,260.0
1,0.6996598243713379,0.7137733101844788,139.65702594303903,9.274524282975955,270.0,8.922956466674805,269998,0.40434107184410095,0.21346542239189148,0.0,1000.0,5.936857223510742,0.8963645100593567,1933.293353319168,8.238442420959473,9.601036232092747,-8.995565414428711,0.8568733334541321,0.038002122193574905,270.0
1,0.6998001933097839,0.7141469120979309,139.78167945431312,8.945673905318433,280.0,8.288848876953125,279998,0.4153851270675659,0.23942843079566956,0.0,1000.0,6.047506809234619,0.7913482189178467,2003.1094281673431,7.681757926940918,5.40294693297744,-8.6489896774292,0.8537112474441528,0.0594867505133152,280.0
1,0.6998124718666077,0.7127238512039185,139.8757130345179,8.640308296128692,290.0,7.890640735626221,289998,0.4256606698036194,0.1749916821718216,0.0,1000.0,6.133586406707764,0.700224757194519,2073.2548468112946,7.283151626586914,2.104854235938304,-8.262735366821289,0.8506323099136353,0.08575977385044098,290.0
1,0.7458086013793945,0.6306776404380798,139.99586897310422,8.355470619267136,300.0,7.691293239593506,299998,0.4338732063770294,0.19216109812259674,0.0,1000.0,6.198071479797363,0.6523120403289795,2142.906088590622,7.020634174346924,1.3590347250482802,-7.836442470550537,0.8472450375556946,0.09716504067182541,300.0
1,0.6998080611228943,0.7136224508285522,140.12682777811636,8.088735735711971,310.0,7.327153205871582,309998,0.43773582577705383,0.09762857854366302,0.0,1000.0,6.2436113357543945,0.6235005259513855,2212.2673075199127,6.6794209480285645,1.2379830629344775,-7.425648212432861,0.8458750247955322,0.10353343933820724,310.0
1,0.6999118328094482,0.7133192420005798,140.17593467946986,7.83914758883301,320.0,6.963934898376465,319998,0.44635340571403503,0.09933947771787643,0.0,1000.0,6.274749279022217,0.5840023159980774,2282.831220149994,6.351160049438477,0.07752855847300012,-7.020005702972412,0.8430770635604858,0.03924477472901344,320.0
1,0.7035819292068481,0.7026302218437195,140.15075603976882,7.603915010976946,330.0,6.582215785980225,329998,0.44727861881256104,0.11954054981470108,0.0,1000.0,6.286230087280273,0.5554965138435364,2354.593077659607,5.95493221282959,0.07804161719472248,-6.636187553405762,0.8431196212768555,0.0206696055829525,330.0
1,0.6997652053833008,0.7134512662887573,140.21075986663462,7.384163183504244,340.0,6.407379150390625,339998,0.45243677496910095,0.08428017795085907,0.0,1000.0,6.293883800506592,0.5359036326408386,2424.9066214561462,5.752291679382324,0.0848415960264441,-6.345881938934326,0.8400701284408569,0.025160236284136772,340.0
1,0.7025087475776672,0.7105711102485657,140.16737679082408,7.177409151816644,350.0,6.174844741821289,349998,0.45784780383110046,0.07891061156988144,0.0,1000.0,6.291357040405273,0.5469990968704224,2497.0004291534424,5.619915962219238,0.09274201258426572,-6.10469913482666,0.8372848629951477,0.0175618939101696,350.0
1,0.849653422832489,0.5258404016494751,140.08078900212618,6.982564159326777,360.0,5.839522361755371,359998,0.46072888374328613,0.1283419281244278,0.0,1000.0,6.283743858337402,0.5635238885879517,2569.931270122528,5.38597297668457,0.10255552443419547,-5.831630229949951,0.8365311622619629,0.026745324954390526,360.0
1,0.8415401577949524,0.531553328037262,139.94886256649,6.799325126145027,370.0,5.55317497253418,369998,0.4598635137081146,0.078953318297863,0.0,1000.0,6.271389007568359,0.5526021122932434,2643.808554172516,5.22181510925293,0.11628740270152661,-5.598701000213623,0.8384245038032532,0.03899798542261124,370.0
1,0.8513033986091614,0.523040771484375,139.89519161599256,6.625565886451264,380.0,5.382498741149902,379998,0.46034887433052063,0.05711154267191887,0.0,1000.0,6.250747203826904,0.525884747505188,2716.304939508438,5.037493705749512,0.12926343362319812,-5.302488803863525,0.8386459350585938,0.017967909574508667,380.0
1,0.8514843583106995,0.5225328207015991,139.90983073199453,6.460504046726339,390.0,5.109670162200928,389998,0.46014243364334106,0.03450179100036621,0.0,1000.0,6.223936080932617,0.4911149740219116,2787.4953315258026,4.77491569519043,0.13907172345950783,-5.0524001121521,0.8397348523139954,0.027976691722869873,390.0
1,0.8515202403068542,0.5220233798027039,139.8330186710815,6.303805788494839,400.0,4.858043670654297,399998,0.4595108926296234,0.028897548094391823,0.0,1000.0,6.191669464111328,0.4523109495639801,2860.5404059886932,4.526810646057129,0.14881129617794286,-4.785125255584717,0.8412171602249146,0.02162163332104683,400.0
1,0.8529270887374878,0.5186864137649536,139.78879603789588,6.155298125590293,410.0,4.616262435913086,409998,0.45940425992012024,0.04118027538061142,0.0,1000.0,6.154349327087402,0.4148639142513275,2932.981838464737,4.287747383117676,0.16164153421308428,-4.528989315032959,0.8421578407287598,0.03547322750091553,410.0
1,0.8531010150909424,0.5181319117546082,139.7392905877838,6.013565321049624,420.0,4.351876258850098,419998,0.4586769640445709,0.0441710501909256,0.0,1000.0,6.1128249168396,0.3845342695713043,3005.5827407836914,4.046621322631836,0.17170206414279007,-4.290582656860352,0.8436799049377441,0.01738467626273632,420.0
1,0.8531473278999329,0.5174203515052795,139.60682873130028,5.878751017572545,430.0,4.144388198852539,429998,0.45798346400260925,0.04999594762921333,0.0,1000.0,6.06766939163208,0.34794047474861145,3080.064234018326,3.821366786956787,0.18570983933802324,-4.054994106292725,0.8451278805732727,0.025925535708665848,430.0
1,0.8531877994537354,0.5164837837219238,139.56657611681808,5.749961050190737,440.0,3.938251256942749,439998,0.45732152462005615,0.05343299359083176,0.0,1000.0,6.019468784332275,0.3149416744709015,3152.6029529571533,3.6289756298065186,0.1936737969248108,-3.8365097045898438,0.8465073704719543,0.011800680309534073,440.0
1,0.8534051775932312,0.51434725522995,139.53017437525932,5.627238537182123,450.0,3.69002628326416,449998,0.4566889703273773,0.04279173165559769,0.0,1000.0,5.968601703643799,0.29200392961502075,3225.094514608383,3.4047915935516357,0.20164138596130995,-3.6271674633026123,0.847822904586792,0.008258502930402756,450.0
1,0.855121374130249,0.5096310973167419,139.47556043103774,5.509485417234755,460.0,3.5250086784362793,459998,0.45608144998550415,0.04445123299956322,0.0,1000.0,5.915482044219971,0.30489251017570496,3298.0545020103455,3.3217458724975586,0.20640194570347517,-3.4269814491271973,0.8490800261497498,0.014814802445471287,460.0
1,0.8557128310203552,0.5087288618087769,139.4206509904695,5.397292019552214,470.0,3.3238725662231445,469998,0.4554961323738098,0.045451387763023376,0.0,1000.0,5.8605828285217285,0.2904658317565918,3371.078794002533,3.1060256958007812,0.20976952515880157,-3.2418899536132812,0.8502835631370544,0.00995357520878315,470.0
1,0.8555620312690735,0.5090035200119019,139.4645991001221,5.289642208047614,480.0,3.138788938522339,479998,0.4549351930618286,0.04387243837118149,0.0,1000.0,5.804112434387207,0.2697322368621826,3441.7192828655243,2.908886432647705,0.2131322301137436,-3.0636637210845947,0.8514349460601807,0.008823107928037643,480.0
1,0.8553128838539124,0.5094600915908813,139.47465641937583,5.186328226956171,490.0,2.9843859672546387,489998,0.45439717173576355,0.04762624576687813,0.0,1000.0,5.7464447021484375,0.2774692177772522,3513.16871881485,2.784271478652954,0.2170425298525157,-2.89558482170105,0.8525376319885254,0.005255593452602625,490.0
1,0.8559593558311462,0.5085466504096985,139.49738759749465,5.087295585390672,500.0,2.80859637260437,499998,0.45388063788414,0.04251757264137268,0.0,1000.0,5.687798023223877,0.2814583480358124,3584.28217625618,2.6153059005737305,0.22125477297400778,-2.7361631393432617,0.8535938262939453,0.007088692393153906,500.0
