explained_variance,policy_entropy,nupdates,value_loss,total_timesteps,fps,policy_loss,ep_reward_mean,ep_len_mean
0.9611373618245125,3.355891704559326,2200,0.0017648013308644295,178119,108,-0.06095151603221893,12244.338934580002,1001.0
0.8780595138669014,3.3311238288879395,2300,0.0031152707524597645,186219,108,0.09064151346683502,12292.19550619,1001.0
0.940896637737751,3.323648452758789,2400,0.009741222485899925,194319,109,0.12013760209083557,11938.42344471,1001.0
0.9981895328965038,3.3342509269714355,2500,0.0030168858356773853,202419,109,-0.20183855295181274,10933.638355740002,1001.0
0.9987997898133472,3.324697971343994,2600,0.00225492799654603,210519,110,-0.03546632081270218,10070.300586000001,1001.0
0.9993648361996748,3.3120999336242676,2700,0.001476773526519537,218619,110,-0.010566337034106255,9838.46586406,1001.0
0.8441982269287109,3.3336968421936035,2800,0.00019559268548619002,226719,111,-0.22696615755558014,9079.79655381,1001.0
0.9995744297339115,3.310499668121338,2900,0.0010071098804473877,234819,111,-0.3654519319534302,8191.615041920001,1001.0
0.991070993244648,3.3237462043762207,3000,0.0001667823817115277,242919,111,-0.24290192127227783,7672.53638806,1001.0
0.9979314517695457,3.345832347869873,3100,0.002888974966481328,251019,112,0.221506267786026,6908.624841170002,1001.0
0.9992354653659277,3.3157801628112793,3200,0.0010811282554641366,259119,112,-0.0569256916642189,6325.499182660001,1001.0
0.9924654541537166,3.328378200531006,3300,0.00813928060233593,267219,112,-0.04386800527572632,5636.6444692000005,1001.0
0.9985938586760312,3.3348803520202637,3400,0.0019749391358345747,275319,113,0.020897038280963898,5159.47326833,1001.0
0.9854976441711187,3.3291068077087402,3500,0.03050750494003296,283419,113,-0.12339536845684052,4637.18105531,1001.0
0.9957930729724467,3.3207831382751465,3600,0.005246622022241354,291519,113,-0.25293803215026855,4295.15877123,1001.0
0.9732878115028143,3.300363063812256,3700,0.029236476868391037,299619,113,-0.007136676460504532,4641.956537,1001.0
0.9880582103505731,3.2883381843566895,3800,0.021212538704276085,307719,113,-0.1459808349609375,5375.3196871,1001.0
0.9990347402053885,3.2874512672424316,3900,0.0010969247668981552,315819,114,0.042951907962560654,5603.644797309999,1001.0
0.984046733006835,3.2697339057922363,4000,0.02398901991546154,323919,114,-0.02809351123869419,5351.64618673,1001.0
0.990951681509614,3.255155563354492,4100,0.01642804779112339,332019,114,0.14783310890197754,6238.55954143,1001.0
0.9688829109072685,3.2617926597595215,4200,0.12143334001302719,340119,114,-0.1249021664261818,7272.842259679999,1001.0
0.9931024280376732,3.2406954765319824,4300,0.02397126518189907,348219,114,0.10473272204399109,8127.00972601,1001.0
0.42182213068008423,3.2214207649230957,4400,0.14925970137119293,356319,114,0.11574676632881165,8890.744565519999,1001.0
0.9813386015594006,3.2113289833068848,4500,0.04722435772418976,364419,115,-0.12944339215755463,10047.363933310002,1001.0
0.9925884241238236,3.2155709266662598,4600,0.018806492909789085,372519,115,-0.11016609519720078,10866.989887780002,1001.0
0.9863725332543254,3.2008156776428223,4700,0.07114996761083603,380619,115,-0.16203027963638306,11223.1931714,1001.0
0.9722901079803705,3.1923210620880127,4800,0.08611933887004852,388719,115,0.19752539694309235,11806.094063500002,1001.0
0.9841151162981987,3.1609108448028564,4900,0.025067919865250587,396819,115,-0.09425503015518188,13041.06571056,1001.0
0.9823768623173237,3.162710428237915,5000,0.037010155618190765,404919,115,-0.08605701476335526,14034.5111027,1001.0
0.9952036603353918,3.163254499435425,5100,0.013437913730740547,413019,115,0.13881245255470276,14399.707636229996,1001.0
0.9950216617435217,3.157972574234009,5200,0.010575036518275738,421119,115,-0.14939278364181519,15851.597837049998,1001.0
0.9917749762535095,3.1671547889709473,5300,0.022020727396011353,429219,115,-0.22060000896453857,16326.310192699999,1001.0
0.9992239848361351,3.154937505722046,5400,0.00207235524430871,437319,115,-0.15496611595153809,16441.705797,1001.0
0.9768496826291084,3.1386168003082275,5500,0.049788765609264374,445419,115,-0.021265679970383644,16193.82291406,1001.0
0.9942843751050532,3.1440463066101074,5600,0.011536943726241589,453519,116,-0.19262206554412842,15619.579137169998,1001.0
0.9920917684212327,3.1338083744049072,5700,0.014023604802787304,461619,116,-0.2820855677127838,15824.58481852,1001.0
0.9814989399164915,3.117401123046875,5800,0.05890769883990288,469719,116,-0.06588248908519745,16259.80616204,1001.0
0.993981224950403,3.1069352626800537,5900,0.01683010719716549,477819,116,0.10701672732830048,16629.127544860003,1001.0
0.9940669490024447,3.0847556591033936,6000,0.009923012927174568,485919,116,0.02751687727868557,17585.383885659998,1001.0
0.987367277033627,3.0605485439300537,6100,0.010305460542440414,494019,116,-0.12789089977741241,18238.289214549997,1001.0
0.9965771357528865,3.035705327987671,6200,0.003390095429494977,502119,116,0.18283863365650177,18306.07779645,1001.0
