nupdates,fps,policy_entropy,value_loss,total_timesteps,policy_loss,explained_variance,ep_reward_mean,ep_len_mean
7000,271,10.230337142944336,59016.625,986859,-0.09680159389972687,0.0004552602767944336,13243.14518399,1000.0
7100,271,10.231053352355957,20913.052734375,1000959,0.03427261859178543,0.04119884967803955,13638.258653699997,1000.0
7200,270,10.233414649963379,25747.841796875,1015059,-0.058027248829603195,0.034760355949401855,13898.778573329999,1000.0
7300,270,10.23613452911377,28925.611328125,1029159,-0.17877161502838135,0.0002726912498474121,14076.370808980002,1000.0
7400,270,10.238511085510254,29283.529296875,1043259,0.10814129561185837,0.009414255619049072,14309.826901499999,1000.0
7500,270,10.239949226379395,50828.27734375,1057359,0.2239355444908142,0.0059740543365478516,14404.113008289998,1000.0
7600,270,10.240446090698242,23749.404296875,1071459,-0.12018201500177383,0.0015827417373657227,14939.714222699997,1000.0
7700,270,10.243059158325195,27905.513671875,1085559,-0.16738367080688477,0.0003731846809387207,15023.051293240002,1000.0
7800,270,10.244202613830566,140053.078125,1099659,-0.42003512382507324,0.00015485286712646484,15241.040727550004,1000.0
7900,270,10.245265007019043,27836.4140625,1113759,0.01309153437614441,0.00019299983978271484,15276.755874830002,1000.0
8000,270,10.245118141174316,47609.890625,1127859,0.21354225277900696,0.001041114330291748,15287.654686860002,1000.0
8100,269,10.246562004089355,33365.0859375,1141959,-0.09007733315229416,6.80685043334961e-05,15551.559295559999,1000.0
8200,269,10.247636795043945,57059.47265625,1156059,0.1689210832118988,5.53131103515625e-05,15844.662698619997,1000.0
8300,269,10.251432418823242,54082.00390625,1170159,-0.009151265025138855,0.0005294084548950195,15843.17233916,1000.0
8400,269,10.25279426574707,30680.904296875,1184259,-0.3477106988430023,0.003262758255004883,16065.92642134,1000.0
8500,269,10.254499435424805,33212.125,1198359,-0.11234181374311447,5.9604644775390625e-05,16554.457908819997,1000.0
8600,269,10.255341529846191,73024.359375,1212459,-0.10608123242855072,0.0004954338073730469,16771.045351620003,1000.0
8700,269,10.25593376159668,149863.09375,1226559,-0.5324481129646301,6.651878356933594e-05,17286.24292535,1000.0
8800,269,10.258332252502441,40885.59765625,1240659,0.04952569305896759,0.00015121698379516602,17481.814916,1000.0
8900,269,10.259108543395996,48235.14453125,1254759,-0.15033039450645447,0.0009777545928955078,17778.353126910002,1000.0
9000,269,10.260744094848633,72258.5703125,1268859,-0.25675395131111145,0.00010532140731811523,18217.556897,1000.0
9100,268,10.262324333190918,171321.53125,1282959,0.05679485201835632,0.0002244710922241211,18740.95701077,1000.0
9200,268,10.26220703125,106755.9375,1297059,-0.16788330674171448,2.2411346435546875e-05,18641.89534547,1000.0
9300,268,10.26170539855957,37611.61328125,1311159,0.003069542348384857,0.0006968975067138672,18947.67849151,1000.0
9400,268,10.262984275817871,45801.71484375,1325259,0.06689490377902985,7.957220077514648e-05,18931.4128034,1000.0
9500,268,10.264195442199707,71573.2890625,1339359,-0.041535940021276474,0.00013774633407592773,19253.275511170003,1000.0
9600,268,10.265989303588867,50406.60546875,1353459,-0.3579727113246918,9.834766387939453e-05,19338.96870289,1000.0
9700,268,10.265870094299316,50801.2890625,1367559,-0.09276533126831055,-2.8014183044433594e-05,19865.58108806,1000.0
9800,268,10.26579761505127,62301.14453125,1381659,-0.09782259166240692,0.0004407167434692383,19724.10249411,1000.0
9900,268,10.266127586364746,185281.0,1395759,-0.0944981500506401,1.2755393981933594e-05,19906.120066800002,1000.0
10000,268,10.267317771911621,114645.7265625,1409859,-0.09817357361316681,2.956390380859375e-05,20413.399823639997,1000.0
10100,268,10.267909049987793,173282.109375,1423959,-0.08293112367391586,3.212690353393555e-05,20701.960707680002,1000.0
10200,268,10.269407272338867,58874.37890625,1438059,-0.08380025625228882,0.0005556941032409668,21010.15886309,1000.0
10300,267,10.269804000854492,37388.26953125,1452159,-0.082306869328022,-1.8715858459472656e-05,21056.669751089998,1000.0
10400,267,10.269887924194336,44750.796875,1466259,-0.2272493690252304,0.000522613525390625,20931.73926193,1000.0
10500,267,10.271211624145508,77709.4453125,1480359,0.09281463176012039,4.2498111724853516e-05,21250.844305410003,1000.0
10600,267,10.274083137512207,47894.23046875,1494459,-0.06337244808673859,0.00019168853759765625,21519.030207229996,1000.0
10700,267,10.274381637573242,204615.125,1508559,-0.15494287014007568,0.0014028549194335938,21575.20841165,1000.0
10800,267,10.274170875549316,132346.75,1522659,0.07228957116603851,3.647804260253906e-05,21770.59022056,1000.0
10900,267,10.277022361755371,45009.2734375,1536759,-0.36046677827835083,9.810924530029297e-05,21662.989310650006,1000.0
11000,267,10.278974533081055,52672.6796875,1550859,-0.12265750765800476,1.0848045349121094e-05,22217.795019859997,1000.0
11100,267,10.279444694519043,83036.234375,1564959,0.03620890527963638,0.0001895427703857422,22470.632373649998,1000.0
11200,267,10.281248092651367,51425.62890625,1579059,0.10556105524301529,0.0001863241195678711,22585.12304004999,1000.0
11300,267,10.281767845153809,120060.8125,1593159,-0.0060948580503463745,2.0265579223632812e-06,23170.465905579993,1000.0
11400,267,10.28331184387207,68778.3828125,1607259,0.0012497305870056152,0.0002772808074951172,23593.91237255,1000.0
11500,267,10.283564567565918,104483.0078125,1621359,-0.09955168515443802,9.834766387939453e-06,24019.352685960006,1000.0
11600,266,10.284937858581543,110607.359375,1635459,-0.4450376033782959,5.602836608886719e-06,24546.55426803,1000.0
11700,266,10.28248119354248,115073.328125,1649559,-0.16551515460014343,4.2498111724853516e-05,24651.303541870006,1000.0
11800,266,10.282902717590332,203280.0625,1663659,-0.2712847590446472,8.940696716308594e-07,25214.580256240006,1000.0
11900,266,10.283143043518066,97642.9765625,1677759,-0.13486969470977783,6.860494613647461e-05,25576.21234892,1000.0
12000,266,10.28364372253418,63896.421875,1691859,0.03370814770460129,6.645917892456055e-05,25941.15906787,1000.0
12100,266,10.284714698791504,237022.203125,1705959,-0.27619367837905884,1.519918441772461e-05,26183.19895297,1000.0
12200,266,10.2860107421875,87406.9296875,1720059,-0.07898210734128952,1.5795230865478516e-05,26513.57302201,1000.0
12300,266,10.287566184997559,55772.14453125,1734159,-0.2520594596862793,-1.430511474609375e-05,26762.42005946,1000.0
12400,266,10.286977767944336,240310.171875,1748259,-0.29722824692726135,1.7940998077392578e-05,27037.978761430004,1000.0
12500,266,10.286772727966309,117278.5546875,1762359,0.023275673389434814,3.331899642944336e-05,27365.82433843,1000.0
12600,266,10.289064407348633,150070.359375,1776459,-0.44428369402885437,3.230571746826172e-05,27672.21758803,1000.0
12700,266,10.287001609802246,62207.71484375,1790559,0.18657177686691284,3.075599670410156e-05,27873.493929160006,1000.0
12800,266,10.287306785583496,85869.25,1804659,0.14194771647453308,3.427267074584961e-05,28129.8994333,1000.0
12900,266,10.288290023803711,60633.55078125,1818759,0.24348583817481995,3.463029861450195e-05,28475.93241785,1000.0
13000,266,10.289121627807617,71824.09375,1832859,-0.34115058183670044,1.4543533325195312e-05,28708.57405171,1000.0
13100,266,10.289769172668457,121967.3828125,1846959,0.1548810750246048,-2.384185791015625e-07,28867.44202796,1000.0
13200,266,10.290205001831055,120729.5859375,1861059,-0.12115313857793808,-3.063678741455078e-05,28606.63883169,1000.0
13300,266,10.29015064239502,69500.5234375,1875159,0.045093029737472534,0.0016134977340698242,28959.885769059998,1000.0
13400,266,10.291193962097168,213826.328125,1889259,-0.2230680286884308,4.1365623474121094e-05,29155.306924459994,1000.0
13500,266,10.291780471801758,124312.96875,1903359,-0.04854196682572365,9.655952453613281e-05,29982.326587619995,1000.0
13600,266,10.292390823364258,226033.265625,1917459,0.04009053856134415,1.6689300537109375e-06,29945.878887739997,1000.0
13700,266,10.294069290161133,105078.28125,1931559,-0.07629302889108658,1.2516975402832031e-05,29933.264931810005,1000.0
13800,266,10.293940544128418,85495.65625,1945659,-0.34449201822280884,5.662441253662109e-06,30701.51261292,1000.0
13900,266,10.293807029724121,322405.5625,1959759,-0.2577826976776123,-7.152557373046875e-07,31488.462238220003,1000.0
14000,266,10.294510841369629,90842.1328125,1973859,-0.060330141335725784,0.0,31959.252211590003,1000.0
14100,266,10.295531272888184,179219.359375,1987959,-0.07033386826515198,3.6597251892089844e-05,32581.20554252,1000.0
14200,267,10.296037673950195,125418.796875,2002059,0.14246083796024323,-1.728534698486328e-05,32807.40490901,1000.0
