explained_variance,value_loss,fps,nupdates,policy_entropy,policy_loss,total_timesteps,ep_len_mean,ep_reward_mean
-0.3489835262298584,0.000254873710218817,90,3400,3.0296244621276855,-0.09887855499982834,275319,1001.0,10697.09991379
0.9236288964748383,0.0006457316339947283,90,3500,2.978084087371826,-0.20693479478359222,283419,1001.0,11065.76748038
0.8806689456105232,0.000757605885155499,90,3600,2.9261112213134766,-0.06645666062831879,291519,1001.0,11437.924311530001
0.8695375770330429,0.0003613028093241155,90,3700,2.88789439201355,-0.06670635938644409,299619,1001.0,11578.241365679996
0.6802438497543335,0.0003343267599120736,90,3800,2.855865240097046,-0.12047558277845383,307719,1001.0,11724.068634300002
0.6456957161426544,0.0008708994137123227,90,3900,2.838346481323242,-0.13790254294872284,315819,1001.0,11733.877658980002
0.6481962502002716,0.0007576553034596145,90,4000,2.7935640811920166,0.013586780056357384,323919,1001.0,11999.808063720002
0.683954656124115,0.0006509333034045994,90,4100,2.754610300064087,-0.16974946856498718,332019,1001.0,12267.74844843
0.7207763195037842,0.0006404207088053226,90,4200,2.730445623397827,-0.10796263068914413,340119,1001.0,12283.120849919997
0.47542041540145874,0.0005730932462029159,90,4300,2.737558126449585,-0.19062580168247223,348219,1001.0,12406.07462444
0.3445109724998474,0.0012623777147382498,90,4400,2.6735360622406006,-0.08955436199903488,356319,1001.0,12540.06151908
0.5544441342353821,0.000752992753405124,90,4500,2.6488993167877197,0.053714852780103683,364419,1001.0,12675.38634633
0.32994431257247925,0.000545073242392391,90,4600,2.577653646469116,-0.12487843632698059,372519,1001.0,12693.35538499
-0.08559048175811768,0.0007414665305987,90,4700,2.5181448459625244,-0.10026197135448456,380619,1001.0,12706.78307735
0.19186049699783325,0.0005699259345419705,90,4800,2.4906978607177734,-0.2587776780128479,388719,1001.0,12719.77761886
0.5836185812950134,0.0007704322342760861,90,4900,2.415273666381836,0.15101370215415955,396819,1001.0,12726.97805229
-0.4156750440597534,0.0004943243693560362,90,5000,2.359123468399048,-0.30904775857925415,404919,1001.0,12729.621935289999
0.7365056872367859,0.0007804711349308491,90,5100,2.279144525527954,-0.0901932567358017,413019,1001.0,12739.4128418
0.7941450476646423,0.0005260318866930902,90,5200,2.2090203762054443,-0.00044182687997817993,421119,1001.0,12767.441140509998
0.6721552908420563,0.0005928121390752494,90,5300,2.153838872909546,-0.015343265607953072,429219,1001.0,12795.164449529999
0.7272464036941528,0.00026914183399640024,90,5400,2.0635879039764404,-0.23719047009944916,437319,1001.0,12813.432436330002
0.6123647391796112,0.0005933536449447274,90,5500,2.017625570297241,-0.1131226196885109,445419,1001.0,12842.840543980003
0.8520698994398117,0.0005036088405176997,90,5600,1.9453481435775757,0.0986022800207138,453519,1001.0,12868.097216339998
0.7193197906017303,0.00033903095754794776,90,5700,1.8955395221710205,-0.1815374344587326,461619,1001.0,12898.072945069998
0.7354321777820587,0.0004564390401355922,90,5800,1.8287465572357178,-0.19425749778747559,469719,1001.0,12924.152637029998
0.31147241592407227,0.0013338665012270212,90,5900,1.784391164779663,-0.1252361238002777,477819,1001.0,12947.67451272
-0.06197810173034668,0.00074492406565696,90,6000,1.7319343090057373,0.06203373521566391,485919,1001.0,12970.347828489997
-0.015100598335266113,0.0004204763099551201,90,6100,1.7045633792877197,-0.2070022076368332,494019,1001.0,13000.704168820002
0.5821429193019867,0.0004827069060411304,90,6200,1.6703259944915771,-0.10973843932151794,502119,1001.0,13027.993574470001
