value_loss,nupdates,policy_entropy,total_timesteps,fps,explained_variance,ep_len_mean,ep_reward_mean
693084.3125,25600,5.050457000732422,896000,279,-1.0848045349121094e-05,1000.0,29954.523941399995
21128.921875,25700,5.032471656799316,899500,279,-3.6954879760742188e-06,1000.0,29954.523941399995
831189.4375,25800,5.003692626953125,903000,279,-1.1801719665527344e-05,1000.0,30539.73240269999
23499.138671875,25900,4.998217582702637,906500,279,-9.655952453613281e-06,1000.0,30539.73240269999
878317.1875,26000,4.994758129119873,910000,279,6.496906280517578e-06,1000.0,29140.333894729996
14577.6552734375,26100,4.9705729484558105,913500,279,-4.887580871582031e-06,1000.0,29140.333894729996
705074.5,26200,4.965579032897949,917000,279,7.748603820800781e-06,1000.0,27429.99389393
923.016357421875,26300,4.945172309875488,920500,279,-5.960464477539062e-07,1000.0,27429.99389393
963449.9375,26400,4.919017314910889,924000,279,2.765655517578125e-05,1000.0,27267.203477929997
2681.6279296875,26500,4.8914594650268555,927500,279,8.106231689453125e-06,1000.0,27267.203477929997
757571.6875,26600,4.871974945068359,931000,279,-7.152557373046875e-07,1000.0,27962.02203861
8042.68115234375,26700,4.866225242614746,934500,279,-1.2159347534179688e-05,1000.0,27962.02203861
971950.3125,26800,4.8345184326171875,938000,279,-2.7179718017578125e-05,1000.0,27989.32859016
542.30810546875,26900,4.8157501220703125,941500,279,-1.4185905456542969e-05,1000.0,27989.32859016
1010978.375,27000,4.805130958557129,945000,279,-5.125999450683594e-06,1000.0,27095.558026539995
230.1480255126953,27100,4.794946670532227,948500,279,1.5795230865478516e-05,1000.0,27095.558026539995
1059832.25,27200,4.798290252685547,952000,279,0.00010472536087036133,1000.0,26660.510023959996
58774.3125,27300,4.80764627456665,955500,279,-4.887580871582031e-06,1000.0,26660.510023959996
1068834.625,27400,4.813063621520996,959000,279,-1.0371208190917969e-05,1000.0,28520.13609198
14922.3701171875,27500,4.823032855987549,962500,279,-3.814697265625e-06,1000.0,28520.13609198
1079077.5,27600,4.831088542938232,966000,279,-3.361701965332031e-05,1000.0,29765.297890160004
501.18499755859375,27700,4.801403522491455,969500,279,-1.3232231140136719e-05,1000.0,29765.297890160004
940549.5625,27800,4.77906608581543,973000,279,-4.0531158447265625e-06,1000.0,29987.20100487
4711.61328125,27900,4.767621994018555,976500,280,-4.410743713378906e-06,1000.0,29987.20100487
1107577.25,28000,4.774346828460693,980000,279,-2.384185791015625e-07,1000.0,30499.94592497
378.52777099609375,28100,4.788751602172852,983500,280,2.5331974029541016e-05,1000.0,30499.94592497
1120073.75,28200,4.8208909034729,987000,279,-3.9458274841308594e-05,1000.0,30067.306337500006
35.328369140625,28300,4.818808555603027,990500,280,-5.221366882324219e-05,1000.0,30067.306337500006
642664.4375,28400,4.802473068237305,994000,280,5.364418029785156e-07,1000.0,29359.225601319995
730.3795166015625,28500,4.806824207305908,997500,280,7.033348083496094e-06,1000.0,29359.225601319995
